tm,avgTa,minTa,maxTa,sumRn,avgRhm,avgWs,sumGsr,sumSsHr
2015-10-18,17.9,12.4,24.2,,65.1,1.3,11.68,9.0
2015-10-19,18.1,13.6,23.9,,67.4,2.0,10.67,7.6
2015-10-20,18.8,15.4,25.1,,69.5,1.6,10.77,6.9
2015-10-21,17.9,13.9,22.7,,72.5,1.6,9.93,6.7
2015-10-22,17.5,14.5,23.1,,64.8,2.2,9.2,4.6
2015-10-23,17.5,15.2,21.4,,69.1,2.4,7.24,4.1
2015-10-24,16.9,13.2,22.0,10.5,64.4,2.5,10.46,6.9
2015-10-25,16.3,12.1,22.8,,51.0,2.1,12.95,8.6
2015-10-26,15.0,12.0,18.7,2.0,66.8,2.4,7.11,2.4
2015-10-27,12.1,7.7,15.9,26.5,69.3,3.2,9.17,7.0
2015-10-28,9.9,5.6,15.8,,49.0,2.5,13.01,9.7
2015-10-29,8.4,3.2,14.7,0.5,50.4,2.4,10.86,7.0
2015-10-30,5.4,1.7,10.4,,41.8,2.6,13.64,9.7
2015-10-31,5.7,1.1,12.3,,42.5,2.1,13.52,9.7
2015-11-01,7.0,1.3,12.6,,48.4,1.6,8.35,4.7
2015-11-02,10.8,6.1,15.2,,60.5,1.6,8.68,6.6
2015-11-03,11.8,6.6,18.7,,67.6,1.4,10.84,9.0
2015-11-04,12.2,5.8,19.8,,62.0,1.6,11.07,9.1
2015-11-05,13.2,8.6,19.2,,63.9,1.7,9.56,8.1
2015-11-06,13.5,9.6,19.2,4.5,63.9,4.7,8.42,5.6
2015-11-07,10.5,9.3,11.7,24.5,91.5,6.0,2.0,0.0
2015-11-08,11.1,10.3,11.8,10.5,90.6,5.2,2.05,0.0
2015-11-09,10.8,9.8,12.1,3.5,87.6,2.1,3.48,0.0
2015-11-10,10.0,7.7,13.5,,80.0,1.8,6.06,2.6
2015-11-11,11.6,6.6,17.7,,72.4,1.6,9.47,7.1
2015-11-12,14.5,10.2,21.0,,63.5,2.8,11.05,8.9
2015-11-13,11.5,10.5,13.1,22.5,83.8,4.0,1.54,0.0
2015-11-14,12.8,11.0,14.2,3.5,97.3,1.4,2.24,0.0
2015-11-15,13.4,10.6,17.2,,84.5,1.8,8.5,5.4
2015-11-16,12.2,10.7,14.0,5.5,85.1,2.8,2.51,0.0
2015-11-17,13.9,11.0,19.3,,69.6,1.8,10.27,8.8
2015-11-18,10.4,8.4,12.6,5.5,70.6,5.1,1.53,0.0
2015-11-19,8.9,6.7,10.8,,72.8,2.6,2.82,0.0
2015-11-20,9.8,7.1,14.4,,72.6,1.5,6.66,5.3
2015-11-21,9.2,5.0,15.4,,55.9,1.8,9.03,8.2
2015-11-22,10.2,5.9,15.7,3.5,66.5,2.4,6.75,3.2
2015-11-23,8.5,6.5,11.0,6.5,80.9,3.3,3.56,0.0
2015-11-24,5.6,2.7,8.8,0.5,69.5,3.1,4.6,0.0
2015-11-25,2.4,0.9,5.3,11.0,86.8,2.7,2.16,0.4
2015-11-26,-2.7,-4.8,0.9,0.0,63.8,3.7,3.63,2.3
2015-11-27,-2.8,-7.3,2.0,,59.1,2.6,7.12,5.2
2015-11-28,0.1,-2.7,2.6,0.1,70.8,2.1,2.62,0.0
2015-11-29,2.5,1.0,3.9,3.0,87.9,3.3,1.85,0.0
2015-11-30,4.1,0.9,8.5,,69.1,2.0,9.51,8.5
2015-12-01,4.0,-1.3,10.4,,57.8,1.9,9.03,9.1
2015-12-02,6.0,2.9,8.5,13.5,71.4,3.2,1.46,0.5
2015-12-03,-0.7,-3.2,3.3,7.1,79.3,4.1,2.76,1.3
2015-12-04,-0.4,-4.4,3.1,,63.9,2.8,7.65,6.9
2015-12-05,3.4,0.6,7.2,,51.4,3.1,9.01,7.8
2015-12-06,1.3,-2.0,7.8,,46.4,1.2,8.34,7.5
2015-12-07,1.9,-3.4,6.7,,51.1,1.8,8.99,8.8
2015-12-08,2.9,-1.4,9.6,,55.9,1.3,8.42,9.0
2015-12-09,5.0,-0.8,10.9,,57.4,2.3,7.36,7.2
2015-12-10,7.8,5.8,9.2,0.3,74.8,2.3,1.48,0.0
2015-12-11,6.4,3.3,12.2,,56.5,3.4,8.33,7.7
2015-12-12,5.2,1.1,11.0,,50.1,2.6,9.32,8.9
2015-12-13,5.2,0.9,12.2,,50.5,1.4,8.85,8.9
2015-12-14,5.0,2.6,6.4,2.5,75.6,2.2,1.89,0.0
2015-12-15,4.7,2.0,8.2,0.1,69.8,2.8,4.65,3.2
2015-12-16,-1.0,-5.0,2.8,,50.9,3.9,8.78,8.3
2015-12-17,-4.6,-7.4,-0.4,,43.4,2.7,9.77,9.1
2015-12-18,-3.3,-7.0,-1.0,0.0,61.9,2.2,1.66,0.0
2015-12-19,-0.1,-4.6,6.8,,66.3,1.7,8.78,8.8
2015-12-20,1.5,-3.4,6.0,,56.9,1.5,5.74,3.6
2015-12-21,2.2,-0.2,5.0,2.0,76.0,2.5,3.11,2.4
2015-12-22,3.1,-1.5,7.7,,67.9,2.4,7.97,7.1
2015-12-23,5.9,2.9,10.6,0.4,59.6,2.1,6.87,5.9
2015-12-24,1.5,-1.6,5.3,,67.5,2.3,6.0,4.7
2015-12-25,-0.8,-4.9,3.7,0.0,46.3,2.0,9.55,9.1
2015-12-26,0.9,-3.2,4.7,0.7,73.3,2.4,4.48,0.0
2015-12-27,-5.7,-8.9,-1.0,,39.0,2.9,9.75,9.2
2015-12-28,-5.7,-9.5,-1.0,,38.4,2.3,9.78,9.2
2015-12-29,-3.2,-8.7,2.9,,47.6,1.4,7.16,7.6
2015-12-30,0.3,-3.5,4.3,2.5,67.6,2.5,5.43,3.1
2015-12-31,0.7,-1.9,2.8,,81.3,1.5,3.98,2.9
2016-01-01,1.2,-3.3,4.0,,73.0,1.6,4.61,2.1
2016-01-02,5.7,1.0,9.5,,76.9,2.0,4.5,3.6
2016-01-03,6.5,5.1,9.4,,80.6,1.8,4.85,2.2
2016-01-04,2.0,-2.5,5.3,,54.4,3.1,9.03,8.6
2016-01-05,-2.7,-4.8,1.5,,39.4,2.3,8.22,7.9
2016-01-06,-1.7,-4.9,1.7,,54.3,1.8,4.69,2.2
2016-01-07,-3.4,-5.9,1.4,,51.8,2.5,9.76,9.1
2016-01-08,-3.3,-6.9,1.0,,49.8,2.0,9.83,9.2
2016-01-09,-2.1,-6.2,2.4,,57.1,2.1,9.28,8.0
2016-01-10,0.3,-2.7,3.8,,42.3,2.6,9.35,7.9
2016-01-11,-3.8,-6.5,0.9,,38.3,2.8,9.89,9.1
2016-01-12,-5.2,-9.1,0.7,,46.0,2.5,10.02,9.1
2016-01-13,-4.5,-8.2,0.1,0.4,63.0,2.0,6.69,5.8
2016-01-14,-3.4,-8.4,1.3,0.0,52.1,1.7,8.8,7.7
2016-01-15,-0.4,-4.3,5.3,,52.3,1.8,7.85,6.1
2016-01-16,-0.2,-2.1,2.8,0.1,68.0,2.9,4.86,1.0
2016-01-17,1.7,-0.7,5.4,,64.0,2.4,4.23,0.0
2016-01-18,-6.3,-12.3,0.4,0.2,59.8,4.8,8.31,7.8
2016-01-19,-12.8,-15.1,-8.9,,45.9,5.4,10.82,9.3
2016-01-20,-10.5,-14.5,-5.2,,43.6,1.8,9.08,9.0
2016-01-21,-7.1,-10.2,-2.3,,44.3,1.8,8.41,6.5
2016-01-22,-7.6,-11.1,-3.8,,40.5,2.6,7.62,6.2
2016-01-23,-11.5,-16.0,-8.3,0.0,42.0,4.0,9.18,8.3
2016-01-24,-14.4,-18.0,-10.5,,48.5,3.2,10.54,9.3
2016-01-25,-9.4,-14.3,-3.4,,47.1,1.9,11.22,9.5
2016-01-26,-3.3,-8.5,1.7,0.3,64.5,2.3,6.5,4.5
2016-01-27,-1.1,-4.7,4.3,,56.3,2.0,9.55,9.4
2016-01-28,-0.5,-5.6,3.5,,51.5,1.6,5.88,2.4
2016-01-29,1.9,-1.4,5.4,,43.6,2.3,4.19,0.1
2016-01-30,0.6,-2.5,5.2,,59.5,2.0,8.01,6.3
2016-01-31,-3.9,-6.5,0.3,,34.0,3.2,10.75,7.9
2016-02-01,-6.0,-9.1,-1.0,,36.0,3.0,12.01,9.6
2016-02-02,-5.3,-10.0,0.9,,41.8,2.2,12.05,9.8
2016-02-03,-2.4,-8.3,4.0,,49.6,1.9,10.46,7.5
2016-02-04,-0.7,-4.0,3.9,,50.1,2.4,9.82,7.9
2016-02-05,-2.2,-6.8,3.4,,39.4,2.5,10.71,8.9
2016-02-06,-3.1,-6.2,2.0,,38.6,2.9,12.22,9.8
2016-02-07,-2.9,-8.3,3.5,,46.5,2.0,12.44,9.8
2016-02-08,1.3,-4.3,5.5,,62.1,3.1,5.55,2.8
2016-02-09,0.3,-3.9,5.5,,52.5,3.0,11.45,9.5
2016-02-10,2.7,-4.3,10.7,,38.5,1.6,12.74,9.8
2016-02-11,8.1,1.6,13.5,0.1,29.3,3.5,7.87,4.6
2016-02-12,8.4,6.8,10.0,18.0,95.3,3.2,1.1,0.0
2016-02-13,11.0,5.8,14.4,21.0,95.0,3.3,3.78,0.0
2016-02-14,-2.6,-6.8,5.8,2.5,73.1,4.6,2.98,0.1
2016-02-15,-5.8,-10.0,-2.3,0.0,48.4,4.0,14.52,9.8
2016-02-16,-2.7,-6.7,1.1,0.8,65.6,2.7,5.58,3.2
2016-02-17,0.0,-5.2,5.4,,53.9,2.3,14.42,10.0
2016-02-18,3.5,-1.4,7.8,,66.4,3.2,8.26,5.9
2016-02-19,2.3,0.1,4.4,,56.4,1.7,5.1,0.5
2016-02-20,1.3,-2.5,6.3,,37.1,2.9,13.13,9.4
2016-02-21,-0.6,-4.2,4.4,,36.4,2.9,13.63,10.0
2016-02-22,1.1,-2.2,4.2,0.0,36.6,1.9,5.76,0.0
2016-02-23,0.7,-4.5,4.5,0.9,56.0,3.2,14.55,9.1
2016-02-24,-3.0,-6.8,2.2,,42.0,2.9,15.48,10.3
2016-02-25,-0.2,-5.8,5.7,,49.9,2.7,11.24,10.1
2016-02-26,2.2,-3.2,7.5,0.0,41.3,2.2,15.23,10.4
2016-02-27,3.3,0.5,8.1,0.2,57.6,2.0,11.21,6.3
2016-02-28,0.7,-2.6,6.9,4.1,65.5,2.1,4.76,1.5
2016-02-29,-3.8,-5.9,-1.1,0.0,48.6,4.0,10.38,8.6
2016-03-01,-2.7,-7.5,2.1,,47.3,2.5,14.8,9.3
2016-03-02,3.1,-2.2,8.1,,67.9,2.9,8.08,5.4
2016-03-03,8.1,4.4,13.9,,65.1,1.9,10.26,5.4
2016-03-04,13.2,6.4,20.3,0.1,55.3,2.7,14.61,9.8
2016-03-05,11.3,9.1,13.5,40.0,91.3,2.6,1.16,0.0
2016-03-06,7.9,4.3,12.9,0.2,51.0,2.8,15.21,8.8
2016-03-07,8.1,4.8,12.2,0.0,36.9,2.0,4.36,0.8
2016-03-08,2.7,-1.4,7.0,,40.4,3.1,8.54,2.0
2016-03-09,0.3,-2.7,5.3,,37.5,3.5,17.09,9.9
2016-03-10,-1.1,-4.3,3.1,,37.8,3.2,18.12,10.9
2016-03-11,-0.5,-5.5,4.6,,43.8,2.6,18.25,11.2
2016-03-12,2.0,-3.3,6.4,,55.6,2.5,9.56,5.8
2016-03-13,3.7,1.9,6.5,0.1,68.1,1.6,6.18,0.6
2016-03-14,4.7,1.3,9.6,,57.0,2.6,14.56,9.2
2016-03-15,5.2,-1.0,12.4,,43.4,2.2,16.25,8.9
2016-03-16,7.5,2.7,13.8,,45.1,2.0,16.66,10.1
2016-03-17,9.3,2.0,14.7,,40.9,1.4,11.77,6.4
2016-03-18,13.4,8.8,20.1,,50.0,2.4,13.54,6.7
2016-03-19,11.4,6.6,18.1,,58.3,2.5,16.37,10.6
2016-03-20,10.6,4.9,17.5,,54.0,2.2,17.03,10.4
2016-03-21,9.9,5.5,16.1,,54.1,2.2,16.83,10.8
2016-03-22,8.0,3.5,13.8,,58.1,2.5,15.38,10.2
2016-03-23,8.2,3.8,13.8,,49.6,2.9,16.73,10.4
2016-03-24,7.2,1.6,12.7,,36.5,2.4,18.91,11.6
2016-03-25,7.1,2.1,12.6,,43.9,2.2,16.07,10.7
2016-03-26,6.5,2.1,12.6,,54.5,2.2,15.3,9.2
2016-03-27,7.2,2.2,13.1,,55.6,2.6,17.19,11.1
2016-03-28,9.8,2.3,17.4,,47.8,2.0,17.82,11.3
2016-03-29,11.3,7.6,17.1,0.1,57.8,3.2,12.55,5.9
2016-03-30,11.5,7.0,18.3,,49.9,2.2,18.01,10.5
2016-03-31,13.5,6.0,21.4,,27.0,2.1,15.57,9.8
2016-04-01,15.3,7.3,23.8,,26.0,2.0,18.16,10.3
2016-04-02,15.0,9.6,21.7,,40.8,2.3,16.99,9.0
2016-04-03,10.7,8.2,12.7,2.0,75.1,1.7,3.23,0.0
2016-04-04,12.3,5.1,19.8,,42.6,2.2,20.8,11.2
2016-04-05,11.4,5.9,18.1,,45.1,2.5,20.04,11.6
2016-04-06,14.4,6.6,22.9,3.0,44.3,1.9,15.13,8.0
2016-04-07,14.1,10.5,20.6,7.5,69.5,3.0,16.95,8.8
2016-04-08,11.1,7.8,18.7,,76.1,2.5,18.15,9.2
2016-04-09,10.7,7.4,14.1,,83.9,1.8,4.52,0.0
2016-04-10,13.4,9.3,20.7,,71.3,2.1,14.02,5.0
2016-04-11,12.5,5.7,19.4,,43.8,2.4,21.04,12.0
2016-04-12,14.1,10.3,19.4,,42.6,2.3,15.36,7.8
2016-04-13,15.6,11.4,21.4,1.0,67.5,1.7,13.86,6.8
2016-04-14,12.4,9.3,18.6,,75.9,2.6,14.06,6.5
2016-04-15,15.0,8.1,23.1,,46.4,2.6,20.94,11.5
2016-04-16,14.9,9.8,20.7,23.5,58.9,2.9,7.23,2.8
2016-04-17,10.8,8.3,14.5,20.5,66.8,4.7,13.8,6.9
2016-04-18,11.2,7.1,18.6,1.5,65.4,3.1,18.4,9.2
2016-04-19,12.0,6.5,19.2,,55.1,2.2,22.1,12.0
2016-04-20,14.3,10.1,20.9,0.5,54.0,2.1,13.4,5.3
2016-04-21,13.5,10.3,16.9,17.0,87.6,2.8,6.09,0.0
2016-04-22,13.5,10.1,18.6,0.0,83.4,2.6,7.77,2.0
2016-04-23,13.5,7.8,19.8,,52.1,2.1,16.76,7.9
2016-04-24,15.5,8.1,23.7,,39.6,1.9,22.59,11.4
2016-04-25,17.2,10.2,25.3,,34.8,1.7,21.21,11.9
2016-04-26,21.1,12.1,29.6,,34.8,2.0,19.74,9.9
2016-04-27,17.2,14.5,20.7,,32.0,3.6,8.39,0.0
2016-04-28,17.2,12.4,23.0,,34.4,2.0,18.95,9.4
2016-04-29,16.2,10.9,22.6,0.3,47.6,2.5,21.79,11.6
2016-04-30,15.9,10.8,20.4,,45.3,2.8,8.93,1.5
2016-05-01,18.8,12.2,26.0,,40.5,2.2,17.07,6.8
2016-05-02,21.1,16.5,28.4,16.5,64.5,2.2,15.89,7.5
2016-05-03,12.9,8.9,17.6,27.0,86.1,4.9,1.63,0.0
2016-05-04,15.7,10.2,20.6,,46.6,5.1,24.88,12.8
2016-05-05,18.9,10.2,26.9,7.5,50.8,1.7,21.6,10.9
2016-05-06,16.3,13.0,18.6,9.5,89.3,2.0,1.91,0.0
2016-05-07,16.5,10.7,22.6,,60.3,2.6,23.93,12.4
2016-05-08,19.4,11.6,26.8,,44.8,2.1,23.51,11.5
2016-05-09,20.2,16.3,25.4,0.0,43.0,2.0,17.4,5.4
2016-05-10,14.5,12.5,18.1,13.5,82.4,2.3,4.6,0.1
2016-05-11,16.4,10.4,23.5,,60.9,2.0,24.41,12.9
2016-05-12,17.8,12.1,24.0,,62.4,2.7,23.94,12.5
2016-05-13,18.6,12.7,25.4,0.5,57.0,2.1,24.86,11.6
2016-05-14,20.2,15.1,26.9,,47.1,2.3,23.78,11.1
2016-05-15,17.4,12.3,24.2,45.0,73.9,2.7,12.53,4.5
2016-05-16,15.9,10.8,21.9,2.5,57.0,3.2,24.54,12.3
2016-05-17,19.3,10.9,26.6,,48.8,1.9,24.69,13.1
2016-05-18,22.3,13.5,29.5,,40.3,1.9,25.77,13.2
2016-05-19,24.3,16.3,31.9,,36.4,1.6,24.95,13.4
2016-05-20,24.0,16.8,31.6,,32.0,1.8,23.48,12.8
2016-05-21,24.1,17.8,30.4,,23.8,2.0,24.05,12.4
2016-05-22,24.7,17.6,31.7,,35.0,1.9,24.63,11.8
2016-05-23,23.3,18.3,29.4,,43.0,2.1,17.7,7.7
2016-05-24,16.8,15.4,21.8,38.5,82.6,2.6,7.08,2.3
2016-05-25,19.7,15.3,24.4,,67.9,2.7,15.6,5.1
2016-05-26,19.4,17.5,22.9,0.0,72.0,1.8,8.3,1.5
2016-05-27,20.9,14.8,27.1,,61.3,1.7,20.68,8.3
2016-05-28,21.7,17.2,28.0,,56.1,2.1,23.9,13.1
2016-05-29,21.5,17.2,27.6,,56.1,2.3,20.67,8.7
2016-05-30,22.1,16.9,28.9,,57.3,2.4,24.57,12.8
2016-05-31,21.6,17.4,27.6,,63.6,2.5,21.99,11.6
2016-06-01,23.3,17.1,29.9,,45.8,2.1,24.45,13.1
2016-06-02,23.2,17.2,29.1,,38.3,2.4,25.38,13.5
2016-06-03,22.2,17.6,27.7,,48.1,2.2,22.84,11.7
2016-06-04,21.2,18.2,26.3,,51.8,1.6,11.24,2.7
2016-06-05,24.7,17.3,32.2,,47.3,1.7,24.43,11.8
2016-06-06,23.3,20.8,28.4,0.0,49.1,2.3,15.57,4.6
2016-06-07,21.7,19.6,25.9,0.1,69.5,1.7,9.42,2.3
2016-06-08,22.1,18.2,27.7,,65.9,2.3,20.45,11.6
2016-06-09,24.1,17.8,31.3,,59.5,2.0,22.84,12.4
2016-06-10,24.6,20.2,31.3,,60.9,2.2,21.74,12.1
2016-06-11,23.5,20.9,26.5,3.0,74.3,1.7,7.81,0.7
2016-06-12,23.5,19.9,26.7,1.5,79.4,2.1,10.48,3.9
2016-06-13,23.5,19.4,29.6,,70.5,2.4,19.87,9.2
2016-06-14,23.8,19.7,29.5,0.0,62.5,2.1,19.48,7.8
2016-06-15,20.9,17.4,24.5,15.5,81.8,2.7,7.05,1.9
2016-06-16,20.9,18.6,24.9,0.0,73.5,2.8,13.83,7.0
2016-06-17,23.8,18.6,29.1,,63.1,2.5,22.38,12.0
2016-06-18,24.5,20.1,29.9,,58.0,1.8,22.46,12.5
2016-06-19,24.1,20.3,29.3,0.0,64.5,1.9,18.36,8.8
2016-06-20,24.7,19.6,30.7,,66.0,1.7,16.89,6.3
2016-06-21,26.0,21.0,31.3,,60.1,1.7,16.41,7.2
2016-06-22,24.3,20.9,30.2,30.5,75.1,2.0,8.64,1.0
2016-06-23,24.7,19.6,29.4,0.1,71.0,2.1,16.45,7.3
2016-06-24,23.1,21.1,25.7,3.5,75.8,2.0,8.81,3.2
2016-06-25,22.8,19.2,26.7,,63.1,2.8,18.54,9.1
2016-06-26,24.4,19.4,30.3,,58.4,2.7,25.57,13.4
2016-06-27,24.4,19.9,29.5,,55.5,1.6,13.72,5.0
2016-06-28,24.7,20.4,29.7,,61.1,1.8,17.87,9.2
2016-06-29,25.3,20.9,30.2,,58.0,2.2,17.64,7.5
2016-06-30,24.6,23.0,26.9,0.2,78.1,2.8,7.45,0.9
2016-07-01,24.0,22.0,26.6,108.5,86.5,2.3,3.23,0.0
2016-07-02,23.5,20.6,27.7,4.0,81.4,2.4,13.17,4.3
2016-07-03,23.5,21.1,26.8,,70.4,1.6,12.08,3.8
2016-07-04,21.8,20.2,24.1,29.5,85.1,3.0,5.05,0.8
2016-07-05,23.1,20.2,24.8,100.5,93.6,2.8,2.17,0.0
2016-07-06,22.9,20.3,26.9,0.0,74.0,1.9,15.62,6.7
2016-07-07,24.0,20.1,28.5,0.0,71.6,1.3,15.11,5.7
2016-07-08,27.3,21.2,32.4,,66.5,1.8,24.24,13.3
2016-07-09,27.7,23.2,32.7,,64.8,2.0,24.33,12.1
2016-07-10,27.9,23.2,33.1,,64.4,1.8,20.7,8.6
2016-07-11,28.4,24.8,33.4,0.0,67.4,1.7,15.06,5.6
2016-07-12,26.3,22.1,30.9,3.0,65.5,2.1,17.79,8.3
2016-07-13,26.3,23.2,29.5,0.0,69.0,2.1,13.8,4.6
2016-07-14,27.5,24.0,32.4,0.1,66.9,2.1,16.79,9.9
2016-07-15,26.2,23.7,29.2,1.5,60.0,2.6,12.2,2.6
2016-07-16,20.8,19.8,23.8,46.5,92.8,3.5,3.68,0.0
2016-07-17,21.7,20.4,23.1,2.5,82.9,2.6,5.0,0.0
2016-07-18,24.4,20.7,28.4,0.2,75.1,1.5,14.65,8.1
2016-07-19,27.1,20.9,32.4,,65.5,1.5,20.48,10.3
2016-07-20,28.6,24.0,32.9,,62.5,1.9,15.58,6.8
2016-07-21,28.3,24.9,32.2,,61.3,2.2,15.16,4.9
2016-07-22,29.1,25.3,34.1,,64.0,2.2,17.51,6.5
2016-07-23,28.7,27.2,31.6,0.5,70.4,1.9,9.93,3.0
2016-07-24,28.0,27.0,30.1,0.5,77.9,2.0,6.61,0.5
2016-07-25,28.4,26.4,31.4,,75.3,1.9,9.71,3.1
2016-07-26,28.4,25.6,31.9,,69.0,2.6,13.94,6.1
2016-07-27,27.6,26.7,28.9,0.5,76.4,3.2,4.67,0.2
2016-07-28,28.0,26.7,30.5,0.2,70.6,2.8,17.82,10.0
2016-07-29,26.3,23.4,28.4,59.5,82.3,1.6,5.33,0.5
2016-07-30,28.6,26.4,33.0,0.5,73.5,2.1,15.27,6.5
2016-07-31,28.9,26.6,32.8,0.2,72.1,1.6,16.33,7.6
2016-08-01,28.4,25.8,32.4,,72.0,1.6,16.53,5.6
2016-08-02,27.2,25.0,31.1,2.0,72.5,1.2,9.03,1.1
2016-08-03,29.1,24.0,34.2,,65.4,1.6,19.2,11.8
2016-08-04,30.7,26.0,35.7,,59.6,1.6,15.8,11.4
2016-08-05,31.2,26.5,36.0,,60.1,1.8,17.78,11.4
2016-08-06,30.5,26.6,34.0,,64.8,1.7,13.56,8.8
2016-08-07,30.6,27.0,35.0,,56.0,1.9,20.68,11.9
2016-08-08,30.5,26.4,35.5,,63.1,1.8,18.34,10.6
2016-08-09,29.3,26.4,33.6,1.0,68.3,1.9,12.45,6.0
2016-08-10,29.4,26.1,34.8,,66.3,1.9,16.98,9.3
2016-08-11,30.5,26.1,36.4,,64.1,2.0,22.2,12.8
2016-08-12,30.4,26.4,35.9,,68.3,2.0,19.62,11.8
2016-08-13,30.2,26.8,35.1,,67.9,2.4,20.66,10.4
2016-08-14,28.9,27.3,31.8,0.2,74.0,1.9,11.38,4.8
2016-08-15,29.1,25.8,34.0,0.0,65.5,1.9,17.09,8.6
2016-08-16,29.3,26.2,34.9,0.5,64.9,1.6,12.39,7.8
2016-08-17,29.9,25.1,34.7,,60.4,1.9,17.75,11.5
2016-08-18,29.9,26.2,34.3,,61.9,1.6,11.68,3.0
2016-08-19,28.9,26.6,33.2,11.5,69.5,1.4,9.18,1.0
2016-08-20,30.1,26.5,34.9,,59.0,1.7,13.72,4.6
2016-08-21,30.7,26.9,36.6,0.0,57.5,2.1,17.95,8.3
2016-08-22,30.7,25.8,36.3,0.4,58.0,2.1,18.91,11.7
2016-08-23,28.3,26.0,33.0,8.0,68.8,2.1,10.1,4.8
2016-08-24,29.1,26.4,32.9,0.0,59.1,1.8,13.97,6.9
2016-08-25,27.1,24.0,32.2,4.5,70.4,1.9,11.54,3.2
2016-08-26,23.0,19.5,28.2,20.0,57.0,3.6,17.17,7.6
2016-08-27,23.4,16.9,29.7,0.0,43.3,3.1,20.97,12.4
2016-08-28,21.0,18.3,24.5,1.5,62.5,2.6,10.21,3.6
2016-08-29,22.2,17.4,27.1,,54.5,2.0,16.17,7.1
2016-08-30,20.6,17.9,24.5,0.0,60.4,3.3,12.02,6.3
2016-08-31,17.7,16.1,19.2,17.5,85.3,3.8,3.02,0.0
2016-09-01,23.2,15.8,28.6,,71.3,3.1,13.76,8.8
2016-09-02,24.2,20.6,29.0,4.5,68.5,2.7,16.79,9.1
2016-09-03,23.9,20.4,28.6,0.5,73.8,1.8,8.93,3.1
2016-09-04,25.6,22.1,29.6,,71.3,1.5,10.25,2.7
2016-09-05,26.4,23.0,31.1,,66.1,1.7,14.15,8.4
2016-09-06,24.7,21.0,29.0,,69.0,1.8,13.98,8.3
2016-09-07,24.3,20.9,28.6,,69.8,1.8,9.88,2.5
2016-09-08,23.0,21.5,26.5,4.5,76.4,1.3,8.27,3.8
2016-09-09,23.9,19.7,29.3,,71.1,1.8,15.29,9.3
2016-09-10,24.4,20.0,29.1,,65.4,1.6,12.96,7.1
2016-09-11,24.5,22.1,28.2,,66.3,1.7,9.83,3.8
2016-09-12,23.4,21.4,27.5,2.5,68.9,1.9,9.18,6.2
2016-09-13,24.6,19.6,30.8,,62.5,1.8,15.74,8.0
2016-09-14,24.6,21.4,28.9,,66.1,1.8,11.88,7.2
2016-09-15,23.9,18.8,29.5,,68.1,1.3,13.62,5.8
2016-09-16,24.6,20.4,29.5,,64.9,1.5,11.91,3.8
2016-09-17,23.1,18.5,28.2,7.0,64.8,2.9,13.53,7.1
2016-09-18,23.5,20.2,28.3,,53.4,3.1,15.29,9.3
2016-09-19,21.9,18.2,27.8,,53.3,3.5,16.12,10.1
2016-09-20,20.6,15.4,26.8,,41.1,3.1,19.23,11.6
2016-09-21,20.2,14.3,25.3,,43.4,2.0,15.52,10.8
2016-09-22,21.9,17.5,27.2,,46.3,1.8,15.24,9.0
2016-09-23,21.4,16.4,27.9,,57.9,1.6,14.3,9.1
2016-09-24,22.3,16.5,28.9,,60.6,1.6,14.56,9.3
2016-09-25,23.0,18.6,29.7,,57.6,1.2,12.66,5.2
2016-09-26,23.6,19.7,28.9,,59.1,1.8,11.48,6.5
2016-09-27,21.0,19.1,23.8,13.5,82.5,1.3,2.77,0.0
2016-09-28,19.9,18.7,21.8,0.5,84.6,1.3,3.59,0.0
2016-09-29,20.4,18.2,24.8,,64.4,3.0,12.55,5.3
2016-09-30,20.5,17.7,23.5,,66.9,1.6,7.66,0.4
2016-10-01,21.1,17.5,25.6,,69.0,1.2,10.06,4.3
2016-10-02,19.0,16.7,22.4,18.5,84.1,2.7,2.6,0.0
2016-10-03,22.7,19.6,27.9,6.5,73.3,2.7,14.52,8.5
2016-10-04,22.0,15.6,29.0,,58.9,2.4,16.86,10.9
2016-10-05,21.1,17.5,27.2,,61.9,3.0,11.59,6.1
2016-10-06,18.0,13.6,23.5,,59.3,2.6,15.52,10.7
2016-10-07,19.7,16.5,24.8,2.0,67.8,2.6,9.25,4.7
2016-10-08,16.8,10.3,21.8,6.0,66.4,2.9,12.09,7.2
2016-10-09,11.3,6.5,16.6,,46.3,2.9,16.46,10.7
2016-10-10,14.0,7.4,21.4,,43.3,1.6,15.29,10.3
2016-10-11,15.4,10.0,21.1,,62.4,1.8,11.48,8.0
2016-10-12,15.5,11.4,20.7,,57.0,2.0,13.98,10.5
2016-10-13,15.2,9.3,21.9,,44.1,1.4,13.22,9.3
2016-10-14,16.7,10.5,23.5,,61.8,1.3,11.82,8.5
2016-10-15,19.1,12.4,27.1,,60.6,1.3,12.6,8.3
2016-10-16,17.2,15.4,19.5,1.5,74.1,1.5,3.06,0.0
2016-10-17,17.5,14.5,21.7,,76.1,1.4,9.51,7.2
2016-10-18,17.0,11.2,24.0,,70.9,1.4,12.24,8.0
2016-10-19,18.0,14.0,24.3,,67.6,1.5,11.84,8.7
2016-10-20,18.6,12.9,25.8,,61.3,1.8,12.55,9.3
2016-10-21,17.9,15.7,22.0,,58.6,3.0,8.17,3.2
2016-10-22,18.3,14.5,22.8,,59.0,1.8,8.59,5.4
