tm,avgTa,minTa,maxTa,sumRn,avgRhm,avgWs,sumGsr,sumSsHr
2013-01-01,-4.7,-8.7,0.0,3.1,73.5,3.2,5.76,4.6
2013-01-02,-11.7,-15.1,-4.8,,40.8,4.2,9.62,9.1
2013-01-03,-13.2,-16.4,-9.3,,42.8,2.8,9.78,9.1
2013-01-04,-10.7,-14.8,-5.8,,44.3,1.8,9.54,9.2
2013-01-05,-7.0,-12.1,-1.2,,59.4,2.3,8.09,7.5
2013-01-06,-6.3,-9.4,-2.0,,59.4,1.9,7.97,8.2
2013-01-07,-5.1,-8.8,0.1,,53.6,1.7,7.8,5.8
2013-01-08,-4.6,-6.8,-0.7,,53.4,2.2,8.55,8.0
2013-01-09,-9.0,-10.7,-6.4,,38.5,3.0,10.07,9.3
2013-01-10,-8.3,-12.3,-3.6,,41.3,2.3,9.74,9.1
2013-01-11,-3.2,-7.9,1.4,0.0,50.5,2.3,7.52,6.1
2013-01-12,0.0,-2.7,4.2,0.1,70.0,2.5,5.67,3.2
2013-01-13,-0.5,-3.0,3.3,,65.6,1.6,5.77,0.6
2013-01-14,-2.1,-4.3,1.8,,61.6,2.2,5.89,4.5
2013-01-15,-2.1,-5.5,2.0,,57.0,2.0,6.87,4.1
2013-01-16,-2.6,-5.8,0.4,0.3,64.1,2.4,5.16,4.0
2013-01-17,-5.8,-8.2,-2.5,,62.9,2.8,7.97,7.3
2013-01-18,-4.4,-9.2,0.2,,51.9,2.0,9.79,9.3
2013-01-19,0.5,-2.5,4.6,,59.9,2.0,7.74,6.5
2013-01-20,1.6,-2.0,4.1,,55.8,3.1,5.52,0.4
2013-01-21,2.2,1.1,4.0,16.5,83.6,4.3,0.97,0.0
2013-01-22,3.8,2.0,6.0,0.5,74.3,2.2,4.16,0.0
2013-01-23,1.8,1.0,3.8,1.5,80.4,3.1,0.89,0.0
2013-01-24,-0.9,-6.7,2.4,0.1,57.6,4.3,3.52,2.4
2013-01-25,-9.1,-10.8,-6.5,,37.5,4.7,11.26,9.5
2013-01-26,-9.2,-11.9,-5.1,,37.0,3.5,11.27,9.6
2013-01-27,-7.3,-10.7,-3.9,,44.9,2.6,10.9,9.5
2013-01-28,-3.5,-8.9,0.2,,56.0,2.1,6.04,3.7
2013-01-29,2.2,-0.3,3.7,0.0,63.5,2.7,1.8,0.0
2013-01-30,5.4,3.5,8.5,,68.8,2.1,4.65,0.7
2013-01-31,7.4,3.7,11.5,0.0,59.5,2.9,7.45,6.4
2013-02-01,7.3,3.7,9.3,46.5,85.8,3.7,0.64,0.0
2013-02-02,-1.1,-4.5,3.7,,52.1,4.1,12.19,9.4
2013-02-03,-3.2,-5.8,-1.1,7.5,62.3,2.7,2.7,0.2
2013-02-04,-0.8,-3.3,2.5,7.4,77.1,2.6,8.18,6.1
2013-02-05,-0.6,-4.0,2.7,4.5,77.0,2.4,3.16,0.0
2013-02-06,-1.5,-3.1,0.2,2.1,75.0,3.3,9.35,5.8
2013-02-07,-11.1,-13.8,-2.6,0.0,42.5,5.5,13.63,9.8
2013-02-08,-11.5,-15.8,-6.1,,39.3,2.7,12.85,9.3
2013-02-09,-7.2,-12.3,-2.6,,55.5,1.8,12.25,8.9
2013-02-10,-4.0,-8.4,-0.5,1.2,56.6,2.9,11.62,8.6
2013-02-11,-5.8,-10.4,-0.9,,41.8,2.1,13.63,9.7
2013-02-12,-3.8,-4.8,-1.9,0.0,55.6,2.3,5.78,0.2
2013-02-13,-1.3,-6.3,2.9,,59.6,2.0,13.01,9.3
2013-02-14,1.1,-2.6,5.2,,60.1,2.3,11.31,7.4
2013-02-15,-1.2,-5.2,1.5,,48.4,3.9,14.35,9.7
2013-02-16,-2.6,-7.0,2.6,,38.8,2.1,13.9,9.6
2013-02-17,2.3,-2.1,5.8,0.0,44.5,2.5,7.57,3.6
2013-02-18,0.5,-2.5,3.1,,49.8,3.5,10.1,5.7
2013-02-19,-2.9,-7.1,0.6,,27.5,4.0,14.59,9.6
2013-02-20,-4.8,-8.7,0.0,,35.3,2.6,14.55,9.5
2013-02-21,-1.7,-5.3,2.5,0.0,49.0,2.5,13.68,9.0
2013-02-22,0.5,-3.1,4.3,3.9,57.1,3.1,11.62,7.4
2013-02-23,-0.9,-4.4,2.4,,45.9,3.7,14.41,9.7
2013-02-24,1.4,-2.4,5.3,,42.4,2.2,13.03,8.8
2013-02-25,3.3,-0.7,8.6,,39.4,1.7,10.64,6.2
2013-02-26,4.8,2.5,7.5,0.0,56.4,2.6,3.14,0.0
2013-02-27,3.4,0.8,8.8,,69.5,3.0,13.21,7.0
2013-02-28,6.7,-1.1,13.9,1.0,57.3,2.9,11.39,6.7
2013-03-01,0.8,-2.4,7.7,3.0,56.1,4.8,15.28,9.1
2013-03-02,-0.8,-4.4,3.1,,42.6,3.2,14.67,9.7
2013-03-03,0.4,-3.5,4.8,,50.3,2.9,16.46,10.4
2013-03-04,3.1,-0.7,8.9,,58.6,2.8,10.62,5.8
2013-03-05,3.7,-0.7,9.1,,51.8,3.0,15.92,10.7
2013-03-06,7.9,0.9,14.3,,43.1,2.2,11.78,6.9
2013-03-07,8.0,4.3,11.7,0.5,74.1,3.7,4.79,2.2
2013-03-08,8.5,3.8,14.1,,66.0,2.7,11.61,6.1
2013-03-09,13.2,6.2,23.8,,48.8,4.3,13.95,9.4
2013-03-10,1.2,-1.5,7.9,,32.5,5.0,18.27,11.2
2013-03-11,4.2,-2.6,12.1,,33.4,2.2,17.9,11.2
2013-03-12,7.5,1.6,11.7,3.5,60.4,2.1,6.16,3.0
2013-03-13,5.2,1.8,8.4,11.5,64.5,3.6,9.72,5.7
2013-03-14,4.1,0.9,9.8,,48.9,2.9,15.69,9.3
2013-03-15,4.6,0.0,10.5,,43.4,2.4,16.66,10.7
2013-03-16,6.3,1.6,12.7,,53.6,2.3,15.76,10.8
2013-03-17,8.2,3.4,15.9,7.5,57.5,2.9,13.17,7.2
2013-03-18,8.3,5.3,14.2,1.0,73.0,3.3,16.12,9.3
2013-03-19,8.0,5.2,11.4,,61.1,2.2,8.28,3.2
2013-03-20,2.8,-2.5,8.5,0.1,51.9,4.3,11.32,5.6
2013-03-21,1.5,-4.0,7.2,,34.3,2.5,18.56,11.2
2013-03-22,3.4,0.9,6.9,,61.6,2.3,4.67,0.7
2013-03-23,5.4,-1.2,12.1,,39.0,2.3,18.45,11.2
2013-03-24,5.1,1.8,10.2,,47.4,3.9,18.62,11.0
2013-03-25,2.8,-0.7,7.8,,40.3,3.8,19.9,11.5
2013-03-26,4.4,-0.9,10.4,,39.9,2.5,18.86,11.5
2013-03-27,7.5,1.4,14.9,,30.1,2.8,19.85,11.4
2013-03-28,7.3,4.4,12.0,,42.1,2.7,10.62,4.0
2013-03-29,5.4,0.6,10.4,,28.6,3.4,20.29,11.7
2013-03-30,4.9,2.3,10.2,0.2,43.1,2.3,9.76,3.4
2013-03-31,6.3,1.0,13.2,,46.4,2.7,19.6,11.2
2013-04-01,9.2,3.3,13.4,0.5,44.5,2.2,10.14,0.9
2013-04-02,7.2,5.8,9.5,8.5,86.1,2.7,3.26,0.6
2013-04-03,7.9,3.9,14.1,,64.0,2.6,17.39,8.7
2013-04-04,12.6,5.6,19.8,,44.5,1.9,18.18,10.7
2013-04-05,14.6,10.1,19.9,,42.1,2.6,10.99,2.1
2013-04-06,7.5,2.5,13.0,14.0,84.4,2.9,2.48,0.0
2013-04-07,5.1,2.0,9.6,1.0,57.3,4.4,19.62,10.6
2013-04-08,8.0,2.5,13.8,1.0,55.1,4.0,15.6,7.5
2013-04-09,6.2,3.2,10.7,0.5,50.8,5.1,17.86,10.2
2013-04-10,5.0,1.3,8.1,1.5,49.3,4.1,12.56,8.6
2013-04-11,5.5,3.7,9.6,0.5,54.5,4.9,15.41,10.1
2013-04-12,6.9,2.2,11.9,,42.6,3.7,18.42,11.6
2013-04-13,11.4,3.4,17.5,,38.6,4.5,19.53,10.0
2013-04-14,8.3,4.2,12.2,3.5,40.4,4.7,20.65,9.9
2013-04-15,7.5,2.6,12.5,,31.5,2.0,9.58,2.2
2013-04-16,13.2,8.6,19.1,,54.5,4.4,11.55,2.7
2013-04-17,14.8,10.3,20.6,,62.3,2.9,19.62,9.4
2013-04-18,12.3,9.0,16.3,,37.4,4.0,16.75,7.8
2013-04-19,9.8,5.1,15.0,,27.0,3.2,20.53,10.2
2013-04-20,6.6,4.0,10.1,9.5,70.8,2.3,3.73,0.1
2013-04-21,9.0,4.2,15.3,,58.8,3.3,21.76,10.1
2013-04-22,11.4,5.6,17.2,,43.8,2.5,21.53,10.7
2013-04-23,11.2,9.7,14.8,5.5,59.3,2.7,4.96,0.0
2013-04-24,12.3,8.3,18.0,0.1,67.0,3.7,21.46,11.8
2013-04-25,9.3,7.9,13.8,4.5,78.9,3.3,7.66,2.7
2013-04-26,11.7,6.9,16.3,0.1,55.0,3.6,19.71,11.7
2013-04-27,12.8,8.2,18.5,,51.4,2.8,21.5,11.6
2013-04-28,16.0,10.3,21.6,,51.0,3.8,10.61,3.3
2013-04-29,13.5,9.0,17.7,21.0,67.6,4.5,14.17,6.7
2013-04-30,13.4,7.7,19.5,,48.8,3.5,22.65,10.7
2013-05-01,13.2,8.7,18.6,1.0,52.4,3.3,20.16,10.5
2013-05-02,12.4,9.0,17.1,1.0,67.1,2.5,14.27,8.9
2013-05-03,12.6,9.0,18.2,0.0,64.8,3.2,14.75,6.2
2013-05-04,13.9,9.3,19.6,,58.1,3.1,21.12,11.2
2013-05-05,14.3,9.2,20.6,,51.8,3.4,23.39,12.5
2013-05-06,14.6,7.9,21.3,,54.0,3.0,20.57,10.8
2013-05-07,18.7,11.9,26.7,,41.4,2.7,20.1,10.9
2013-05-08,19.4,12.7,26.2,,33.6,2.7,22.89,11.7
2013-05-09,18.1,14.7,23.0,2.5,55.3,2.1,10.55,4.0
2013-05-10,14.0,10.4,16.1,22.0,89.3,3.6,3.54,0.0
2013-05-11,17.9,11.0,24.8,,55.5,3.5,22.71,11.2
2013-05-12,19.1,16.4,22.5,1.0,61.3,4.0,12.43,5.2
2013-05-13,21.6,17.7,26.8,,45.0,3.5,20.7,10.4
2013-05-14,20.2,17.0,25.3,,46.9,2.9,15.56,4.4
2013-05-15,19.4,15.6,24.4,,57.0,3.3,21.21,11.2
2013-05-16,22.0,15.3,28.3,,33.3,4.2,25.49,13.2
2013-05-17,20.2,15.7,26.6,,36.6,3.0,23.62,12.6
2013-05-18,17.7,13.7,22.3,14.5,62.8,2.2,9.95,0.6
2013-05-19,16.6,13.6,21.5,19.5,80.9,3.1,9.04,1.3
2013-05-20,14.4,12.1,18.5,,76.0,3.2,8.68,4.3
2013-05-21,17.7,10.2,24.6,,43.3,2.0,25.13,12.8
2013-05-22,19.7,13.9,25.9,,49.4,2.0,14.8,5.3
2013-05-23,22.1,15.4,30.2,,59.3,2.1,22.85,11.5
2013-05-24,21.3,15.7,27.5,,58.9,2.6,20.78,10.5
2013-05-25,24.7,18.2,31.8,,49.6,2.0,20.6,10.1
2013-05-26,23.9,20.8,28.4,,45.9,2.5,15.51,4.0
2013-05-27,19.7,17.7,22.6,56.5,80.4,3.5,2.89,0.0
2013-05-28,18.9,17.6,20.9,11.5,89.1,2.8,2.11,0.0
2013-05-29,16.1,14.9,18.1,2.5,87.8,3.0,2.35,0.0
2013-05-30,19.2,14.3,25.0,,57.9,2.7,23.53,11.7
2013-05-31,21.3,13.9,27.8,,46.6,2.2,21.92,11.1
2013-06-01,21.7,17.4,27.9,,44.3,2.2,20.67,9.3
2013-06-02,23.5,16.3,30.8,,48.6,2.0,23.98,12.6
2013-06-03,21.3,18.4,26.7,,59.0,2.9,21.29,10.9
2013-06-04,22.8,17.5,28.4,0.2,54.3,2.0,20.25,9.6
2013-06-05,24.8,19.1,30.4,,51.8,2.0,21.11,10.6
2013-06-06,25.0,21.7,30.0,,55.9,2.1,19.5,9.6
2013-06-07,25.7,20.7,31.1,,50.9,2.2,21.77,11.8
2013-06-08,26.4,21.0,31.2,,48.5,1.9,15.11,6.6
2013-06-09,27.4,22.3,32.4,,38.3,2.2,25.54,12.5
2013-06-10,27.5,21.6,32.2,,35.5,2.3,24.93,12.8
2013-06-11,23.7,20.5,26.7,7.0,57.9,2.6,7.09,0.0
2013-06-12,20.5,19.6,22.5,6.5,85.4,2.2,4.41,0.0
2013-06-13,23.0,18.8,27.5,,70.5,1.9,15.42,4.5
2013-06-14,24.6,20.9,29.7,,62.3,2.3,16.69,7.8
2013-06-15,24.6,21.3,29.1,,58.4,2.6,21.07,10.6
2013-06-16,22.5,19.8,27.5,,69.8,2.8,20.12,8.0
2013-06-17,22.3,19.9,25.8,0.5,76.8,2.2,7.97,1.1
2013-06-18,21.7,20.5,23.1,12.0,90.1,1.9,2.15,0.0
2013-06-19,24.3,20.6,29.6,0.1,71.1,1.6,16.34,6.8
2013-06-20,25.8,20.9,31.1,,58.5,1.8,18.28,7.6
2013-06-21,26.6,22.9,31.8,,57.5,1.9,15.49,5.2
2013-06-22,25.1,22.7,29.6,,63.9,2.5,12.8,4.4
2013-06-23,22.9,20.6,26.2,0.3,69.6,3.2,15.9,7.0
2013-06-24,23.5,19.6,29.4,,66.6,2.3,16.37,6.7
2013-06-25,25.1,21.0,29.8,,58.6,2.1,13.06,3.9
2013-06-26,24.5,21.1,29.7,0.0,59.8,2.6,18.09,9.2
2013-06-27,25.1,20.4,31.8,,63.1,2.5,18.06,7.5
2013-06-28,25.5,21.5,30.6,1.5,61.1,2.3,19.12,10.1
2013-06-29,27.2,21.8,32.6,,54.8,1.8,18.62,8.9
2013-06-30,27.7,23.4,31.9,0.2,60.4,2.0,16.23,8.4
2013-07-01,27.1,23.9,31.3,,58.4,2.7,16.01,5.9
2013-07-02,24.3,21.5,27.9,51.5,82.5,4.6,2.54,0.0
2013-07-03,25.2,20.5,30.7,,69.1,3.8,23.67,11.8
2013-07-04,24.9,23.1,27.6,32.5,84.3,3.5,3.1,0.0
2013-07-05,25.6,22.1,30.2,1.0,73.4,2.7,18.66,7.2
2013-07-06,25.2,21.6,30.6,,73.0,2.7,19.19,8.7
2013-07-07,24.9,22.4,29.5,3.0,78.8,1.8,8.91,2.8
2013-07-08,24.3,22.3,26.3,68.0,88.6,3.5,1.59,0.0
2013-07-09,24.5,23.5,26.2,6.5,87.3,3.2,3.74,0.0
2013-07-10,25.3,24.6,26.1,1.0,82.8,3.9,2.5,0.0
2013-07-11,24.6,23.8,25.1,14.0,86.0,4.1,1.24,0.0
2013-07-12,23.6,23.2,24.3,74.0,88.4,4.9,1.2,0.0
2013-07-13,24.2,22.2,25.6,165.0,90.1,1.7,3.09,0.0
2013-07-14,24.1,23.1,25.4,23.0,90.9,3.7,2.49,0.0
2013-07-15,26.5,23.6,29.1,3.5,80.1,3.5,8.38,1.8
2013-07-16,26.9,25.2,28.8,1.5,70.4,4.5,4.44,0.3
2013-07-17,24.2,23.5,25.7,18.5,89.1,3.7,3.98,0.0
2013-07-18,25.1,23.8,27.7,26.5,85.6,1.9,3.73,1.8
2013-07-19,26.8,23.3,30.5,,72.0,3.2,13.11,6.8
2013-07-20,27.0,25.3,30.3,1.0,72.4,4.2,10.78,4.2
2013-07-21,26.8,25.6,28.4,0.5,78.8,4.8,5.85,0.5
2013-07-22,26.4,24.1,29.4,84.5,81.0,3.1,5.22,0.9
2013-07-23,25.7,24.7,26.4,56.5,87.3,3.8,1.23,0.0
2013-07-24,24.7,23.2,27.6,11.5,79.0,4.6,9.64,5.6
2013-07-25,26.0,22.9,30.2,0.0,71.8,3.7,18.68,9.5
2013-07-26,26.5,23.1,31.1,,70.9,2.9,20.64,10.0
2013-07-27,26.2,23.1,31.2,0.2,67.8,2.2,16.04,6.8
2013-07-28,25.3,23.9,26.7,11.0,85.5,2.1,1.43,0.0
2013-07-29,26.5,24.4,29.6,3.5,82.3,3.4,11.91,5.3
2013-07-30,26.3,24.0,29.9,9.5,73.9,2.2,12.18,5.2
2013-07-31,26.4,24.7,29.0,8.5,75.4,3.3,13.31,5.9
2013-08-01,28.0,24.5,32.1,,67.3,1.7,12.73,6.0
2013-08-02,27.4,25.2,29.3,7.5,80.4,2.0,5.49,0.9
2013-08-03,28.9,26.7,32.6,0.1,72.3,3.7,16.52,8.9
2013-08-04,28.3,26.4,31.3,4.5,76.4,2.4,11.08,4.7
2013-08-05,27.7,26.4,30.1,7.0,78.9,3.2,10.13,4.5
2013-08-06,26.4,23.0,27.6,45.0,80.8,2.4,4.71,2.8
2013-08-07,28.7,25.0,32.1,,73.8,2.3,11.01,1.3
2013-08-08,29.3,27.3,32.8,,73.5,3.7,9.72,5.0
2013-08-09,29.2,27.9,30.8,0.0,79.9,4.1,4.98,0.1
2013-08-10,28.0,25.8,29.4,2.0,82.4,2.4,6.17,2.6
2013-08-11,28.7,24.2,33.2,,71.8,2.1,17.83,9.6
2013-08-12,29.3,27.1,32.6,,69.8,2.8,17.21,10.7
2013-08-13,29.0,26.6,32.9,,65.6,2.9,18.12,11.5
2013-08-14,28.6,26.2,32.0,,67.1,2.5,14.52,9.9
2013-08-15,28.7,25.8,32.4,0.0,71.5,3.1,14.9,7.9
2013-08-16,28.7,26.1,31.7,4.5,71.8,3.7,13.2,7.2
2013-08-17,28.7,27.1,31.6,,69.6,4.8,15.0,6.9
2013-08-18,28.3,26.0,31.5,13.0,72.8,4.1,10.53,2.8
2013-08-19,28.2,25.7,32.3,6.0,68.9,2.6,19.44,9.7
2013-08-20,27.4,23.0,32.3,,62.0,1.7,18.37,10.6
2013-08-21,28.8,24.2,33.9,,54.9,2.4,18.53,11.6
2013-08-22,29.3,26.3,32.3,0.0,58.6,2.3,13.83,8.8
2013-08-23,25.7,23.7,28.7,35.0,78.9,2.4,7.05,1.0
2013-08-24,26.6,21.9,31.5,,60.4,1.8,20.97,10.9
2013-08-25,27.1,22.0,32.1,,52.3,1.6,20.39,12.0
2013-08-26,27.0,22.8,31.6,,52.3,2.4,19.53,12.1
2013-08-27,25.6,22.5,29.3,,61.6,2.6,18.9,11.5
2013-08-28,26.4,22.7,30.8,,59.4,2.7,17.96,9.7
2013-08-29,25.5,24.5,26.7,21.5,79.1,4.2,2.21,0.0
2013-08-30,25.1,22.3,28.3,,69.6,3.3,16.96,10.7
2013-08-31,24.0,21.1,27.9,2.5,65.8,2.1,12.58,6.0
2013-09-01,23.5,19.8,28.2,,54.6,2.0,17.02,10.0
2013-09-02,22.4,17.3,26.9,,49.9,2.1,17.95,10.8
2013-09-03,21.7,16.4,26.8,,43.5,2.0,22.07,12.1
2013-09-04,22.0,16.4,27.5,,46.5,2.2,20.16,12.1
2013-09-05,21.2,17.9,24.1,0.0,52.9,2.7,9.42,1.2
2013-09-06,20.8,19.0,23.1,0.0,59.6,2.3,5.83,0.0
2013-09-07,21.9,17.9,26.9,,61.8,2.1,15.69,8.9
2013-09-08,22.9,18.4,27.9,,63.4,1.7,18.1,10.6
2013-09-09,23.0,19.8,26.5,,67.0,1.8,9.75,2.7
2013-09-10,22.0,19.1,25.2,11.5,76.3,1.7,5.23,0.2
2013-09-11,20.1,19.1,20.9,36.5,90.6,2.3,1.52,0.0
2013-09-12,23.0,20.3,26.3,0.5,80.4,1.6,7.29,0.5
2013-09-13,22.9,20.9,25.2,50.0,87.5,2.4,3.02,0.2
2013-09-14,23.1,21.5,25.3,11.5,81.1,1.9,6.14,2.4
2013-09-15,23.4,20.3,28.2,,59.5,2.0,15.15,9.0
2013-09-16,20.9,15.2,27.0,,49.3,2.1,20.04,11.8
2013-09-17,22.6,17.0,29.3,,48.4,1.5,16.73,9.6
2013-09-18,24.4,17.5,31.1,,54.0,1.6,16.75,10.9
2013-09-19,24.7,20.5,30.2,,56.0,2.7,17.27,10.7
2013-09-20,23.4,20.1,28.0,,71.5,1.9,12.66,7.6
2013-09-21,23.8,19.9,27.8,,66.9,1.7,11.15,6.0
2013-09-22,23.1,20.4,27.2,0.0,54.9,4.2,12.33,6.5
2013-09-23,23.8,18.6,29.0,,55.6,2.5,15.72,10.0
2013-09-24,22.0,20.0,23.9,4.5,81.8,2.9,1.44,0.0
2013-09-25,19.5,15.3,24.2,,57.3,3.4,16.81,9.5
2013-09-26,17.3,12.7,22.5,,36.9,2.6,18.54,11.3
2013-09-27,17.9,10.9,24.0,,50.9,1.8,16.2,10.8
2013-09-28,17.4,15.2,19.9,4.0,70.6,2.2,3.67,0.0
2013-09-29,17.2,14.7,19.7,19.0,86.1,2.7,3.7,0.0
2013-09-30,20.7,18.0,25.5,1.0,71.8,2.5,11.47,5.6
2013-10-01,21.6,17.2,27.2,,66.8,2.3,13.26,6.1
2013-10-02,19.4,15.0,22.8,,58.6,3.2,12.39,7.1
2013-10-03,16.3,11.0,21.3,,49.1,2.4,17.12,11.2
2013-10-04,17.4,10.7,25.1,,54.6,1.7,16.82,11.0
2013-10-05,20.0,12.6,28.1,,48.0,1.9,17.44,10.9
2013-10-06,20.8,15.4,25.7,0.0,53.5,4.0,10.95,6.6
2013-10-07,22.8,19.8,26.9,,65.9,2.5,7.38,1.4
2013-10-08,20.0,18.0,21.8,3.0,83.4,2.3,2.66,0.0
2013-10-09,20.5,15.5,26.4,,63.9,1.9,15.28,10.6
2013-10-10,21.1,15.9,26.4,,71.0,2.2,10.99,7.0
2013-10-11,18.1,14.1,20.7,6.5,57.5,5.0,13.86,9.8
2013-10-12,16.4,11.0,21.5,,53.8,2.7,15.26,10.8
2013-10-13,17.3,12.2,23.4,,62.0,1.5,12.45,9.6
2013-10-14,18.3,13.3,24.4,,63.6,2.4,12.93,10.1
2013-10-15,12.0,7.7,17.4,3.5,79.4,2.9,1.3,0.0
2013-10-16,11.2,6.1,16.8,,53.1,1.8,15.21,10.5
2013-10-17,12.4,6.8,18.9,,55.5,1.8,13.66,10.3
2013-10-18,13.6,8.1,20.2,,54.8,1.8,14.04,10.0
2013-10-19,14.6,9.8,19.5,,59.1,2.2,9.78,5.6
2013-10-20,16.7,11.7,22.9,,60.1,2.3,12.57,8.5
2013-10-21,16.2,12.0,22.2,,50.3,2.8,13.13,9.1
2013-10-22,15.9,11.3,21.7,,46.1,3.8,13.8,9.8
2013-10-23,16.2,12.2,22.1,,49.1,2.9,13.2,9.5
2013-10-24,13.1,7.8,18.5,,50.8,3.2,11.63,9.2
2013-10-25,9.3,5.3,14.5,,41.9,3.8,13.46,9.9
2013-10-26,10.0,4.3,15.7,,50.5,1.9,12.91,9.8
2013-10-27,11.4,5.1,18.0,,56.3,2.0,12.21,9.6
2013-10-28,11.6,6.7,16.7,,65.5,1.4,8.18,5.7
2013-10-29,12.7,9.5,16.5,0.5,71.3,2.6,5.64,2.0
2013-10-30,10.5,6.4,16.2,,58.9,2.0,11.54,8.6
2013-10-31,11.7,5.5,18.8,,54.9,1.7,11.74,9.6
2013-11-01,14.8,8.6,20.7,,50.8,1.5,10.16,8.1
2013-11-02,11.6,8.6,14.9,7.5,79.8,1.6,1.94,0.0
2013-11-03,11.9,7.8,16.7,0.0,80.3,1.7,8.3,4.5
2013-11-04,12.6,9.2,17.6,,70.3,1.8,9.32,7.7
2013-11-05,12.3,7.5,18.5,,64.3,1.8,10.82,9.2
2013-11-06,12.2,9.0,15.9,1.0,77.5,2.3,2.83,0.0
2013-11-07,12.2,7.5,15.8,0.1,52.9,4.0,11.87,9.4
2013-11-08,9.0,4.0,14.5,,43.4,1.6,10.39,8.4
2013-11-09,11.6,9.2,15.5,5.5,62.1,2.4,3.63,0.4
2013-11-10,5.5,2.1,10.4,0.0,45.3,4.3,12.02,9.3
2013-11-11,2.6,-1.4,7.5,,32.9,2.8,11.63,9.7
2013-11-12,3.4,-1.1,8.5,,36.1,2.7,11.29,9.7
2013-11-13,4.8,-0.9,11.4,,43.5,1.7,10.7,8.9
2013-11-14,6.7,3.1,9.9,1.0,55.1,1.9,4.3,0.9
2013-11-15,8.2,5.8,12.4,2.0,78.3,1.8,5.88,3.5
2013-11-16,7.0,2.4,12.0,2.0,72.0,2.6,8.24,5.6
2013-11-17,5.2,2.2,7.6,1.0,58.1,4.2,5.59,5.8
2013-11-18,1.1,-1.5,4.2,0.0,53.6,5.2,8.62,8.4
2013-11-19,1.1,-1.7,3.8,0.0,53.9,4.4,6.68,7.3
2013-11-20,1.5,-1.9,5.9,,38.8,3.2,10.5,9.3
2013-11-21,2.6,-1.4,7.3,,48.8,2.4,10.22,9.3
2013-11-22,4.6,-0.7,10.5,,57.9,1.9,7.88,7.6
2013-11-23,7.1,2.2,12.5,,64.6,1.7,8.03,8.2
2013-11-24,7.3,4.4,10.6,14.0,74.3,3.5,4.27,2.2
2013-11-25,4.7,-0.1,10.2,9.5,64.6,6.1,2.06,0.7
2013-11-26,2.1,-2.4,5.8,1.5,60.9,2.5,6.87,5.0
2013-11-27,0.0,-4.3,4.7,1.7,66.8,3.4,3.01,2.3
2013-11-28,-3.8,-6.4,-0.9,,48.9,2.9,9.58,8.9
2013-11-29,-0.7,-5.4,4.8,0.0,52.9,1.8,9.68,9.2
2013-11-30,5.3,-1.1,10.6,,56.9,2.4,7.63,8.5
2013-12-01,4.5,1.4,8.6,,66.9,2.1,7.19,6.1
2013-12-02,3.9,0.1,6.6,0.0,64.3,1.4,2.07,0.0
2013-12-03,6.7,4.5,9.9,,62.6,1.6,6.51,6.9
2013-12-04,5.5,2.1,9.6,,72.8,1.8,6.56,6.9
2013-12-05,5.5,2.1,9.0,,73.4,2.4,3.15,0.3
2013-12-06,3.0,-0.7,7.0,0.0,42.6,2.7,9.35,9.0
2013-12-07,6.2,3.8,11.0,0.1,60.8,1.9,6.48,5.6
2013-12-08,4.2,2.5,6.5,0.0,75.3,2.8,1.98,0.3
2013-12-09,3.8,1.9,5.2,14.0,83.1,3.1,0.52,0.0
2013-12-10,0.3,-2.2,3.5,,56.1,3.2,8.77,8.7
2013-12-11,-1.7,-4.3,0.2,2.6,64.1,3.9,7.63,8.3
2013-12-12,-3.2,-6.3,0.3,4.1,69.9,2.7,2.71,1.8
2013-12-13,-6.8,-8.9,-4.3,,47.5,2.4,9.38,8.6
2013-12-14,-4.9,-8.5,-1.4,1.1,65.4,1.5,4.96,4.7
2013-12-15,-4.4,-8.0,0.7,,48.1,1.9,9.04,9.0
2013-12-16,-3.6,-7.3,0.5,,52.6,1.8,5.31,1.8
2013-12-17,-0.3,-5.5,4.7,,52.4,1.5,7.28,5.0
2013-12-18,2.2,-0.9,6.5,0.8,65.1,2.4,6.83,5.3
2013-12-19,-3.5,-6.5,-0.9,0.3,60.6,4.0,5.94,5.7
2013-12-20,-4.0,-8.1,-0.1,0.0,56.3,2.6,7.55,8.1
2013-12-21,-3.1,-6.3,0.9,,56.4,1.8,7.98,8.3
2013-12-22,-2.1,-6.8,3.1,,57.5,1.9,8.06,7.5
2013-12-23,-1.1,-3.7,2.3,,57.1,2.2,8.64,8.5
2013-12-24,-1.6,-5.9,4.0,,58.0,1.7,8.38,8.6
2013-12-25,-0.5,-4.4,3.7,,60.4,1.8,7.28,7.8
2013-12-26,-0.5,-4.0,2.7,1.6,67.8,2.6,2.57,0.9
2013-12-27,-6.8,-9.3,-3.7,,49.5,3.4,8.85,8.6
2013-12-28,-6.5,-9.8,-2.7,,44.1,2.5,9.43,9.0
2013-12-29,-2.9,-8.0,1.6,0.1,59.8,2.1,8.31,8.0
2013-12-30,2.2,-1.9,6.3,,55.4,2.9,6.26,7.2
2013-12-31,3.8,0.5,8.0,,58.8,3.6,7.45,7.9
2014-01-01,4.0,0.3,7.9,0.0,51.3,3.7,6.17,6.4
2014-01-02,1.5,-1.3,6.2,,35.4,2.0,9.18,9.0
2014-01-03,2.3,-1.1,7.3,,54.4,2.5,4.69,2.7
2014-01-04,-0.1,-3.7,5.6,,47.1,2.4,8.14,8.7
