date,total_mwh,peak_mwh,min_mwh,mean_mwh,peak_hour,load_factor,dow,month,year
2013-01-01,1285138.0,60178.0,49213.0,53547.416666666664,1,0.8898171535555629,1,1,2013
2013-01-02,1575248.0,73387.0,53571.0,65635.33333333333,18,0.8943727544842183,2,1,2013
2013-01-03,1694967.0,76522.0,62461.0,70623.625,11,0.9229192258435482,3,1,2013
2013-01-04,1700530.0,76375.0,64152.0,70855.41666666667,11,0.9277304964539008,4,1,2013
2013-01-05,1551110.0,68053.0,62314.0,64629.583333333336,1,0.9496948456840012,5,1,2013
2013-01-06,1410695.0,64147.0,55256.0,58778.958333333336,1,0.9163165593610509,6,1,2013
2013-01-07,1625258.0,75383.0,57387.0,67719.08333333333,10,0.8983336207544583,0,1,2013
2013-01-08,1651654.0,75220.0,61928.0,68818.91666666667,10,0.9149018434813436,1,1,2013
2013-01-09,1668998.0,75609.0,61853.0,69541.58333333333,10,0.9197527190325666,2,1,2013
2013-01-10,1678452.0,75570.0,63217.0,69935.5,10,0.9254399894137886,3,1,2013
2013-01-11,1651064.0,75583.0,63073.0,68794.33333333333,10,0.9101826248406828,4,1,2013
2013-01-12,1479677.0,65458.0,59451.0,61653.208333333336,1,0.9418743061708781,5,1,2013
2013-01-13,1363158.0,61334.0,54287.0,56798.25,1,0.9260483581700198,6,1,2013
2013-01-14,1570508.0,72869.0,54702.0,65437.833333333336,10,0.8980201914851766,0,1,2013
2013-01-15,1608596.0,73364.0,60210.0,67024.83333333333,10,0.9135929520382385,1,1,2013
2013-01-16,1607709.0,72808.0,59915.0,66987.875,10,0.920062012416218,2,1,2013
2013-01-17,1627230.0,73613.0,60323.0,67801.25,10,0.9210499504163667,3,1,2013
2013-01-18,1623684.0,74135.0,61515.0,67653.5,10,0.9125716598098065,4,1,2013
2013-01-19,1466879.0,64737.0,59134.0,61119.958333333336,1,0.9441271349202671,5,1,2013
2013-01-20,1343106.0,61013.0,52846.0,55962.75,1,0.9172266566141642,6,1,2013
2013-01-21,1539531.0,71696.0,52803.0,64147.125,15,0.8947099559250168,0,1,2013
2013-01-22,1557522.0,70439.0,57677.0,64896.75,10,0.9213184457473843,1,1,2013
2013-01-23,1556171.0,70555.0,57136.0,64840.458333333336,10,0.9190058583138451,2,1,2013
2013-01-24,1575944.0,70895.0,57786.0,65664.33333333333,10,0.9262195265298445,3,1,2013
2013-01-25,1626457.0,73340.0,60679.0,67769.04166666667,10,0.9240392918825562,4,1,2013
2013-01-26,1505669.0,66011.0,60899.0,62736.208333333336,1,0.9503902127423207,5,1,2013
2013-01-27,1388955.0,63092.0,54854.0,57873.125,1,0.9172815095416218,6,1,2013
2013-01-28,1587392.0,73589.0,56375.0,66141.33333333333,10,0.898793750877622,0,1,2013
2013-01-29,1583735.0,72309.0,59535.0,65988.95833333333,10,0.9125967491368063,1,1,2013
2013-01-30,1536931.0,70366.0,58170.0,64038.791666666664,10,0.9100814550587878,2,1,2013
2013-01-31,1504449.0,69136.0,56717.0,62685.375,10,0.9066965835454756,3,1,2013
2013-02-01,1494216.0,67350.0,54960.0,62259.0,10,0.9244097995545657,4,2,2013
2013-02-02,1402494.0,62234.0,55413.0,58437.25,24,0.9389923514477617,5,2,2013
2013-02-03,1345544.0,60333.0,53808.0,56064.333333333336,24,0.9292482278907619,6,2,2013
2013-02-04,1527793.0,70352.0,53340.0,63658.041666666664,10,0.9048504899173678,0,2,2013
2013-02-05,1594047.0,72515.0,58613.0,66418.625,10,0.9159294628697511,1,2,2013
2013-02-06,1573775.0,70985.0,58430.0,65573.95833333333,10,0.9237720410415345,2,2,2013
2013-02-07,1644518.0,73964.0,59596.0,68521.58333333333,10,0.926418032195843,3,2,2013
2013-02-08,1586638.0,74196.0,61353.0,66109.91666666667,10,0.8910172605890705,4,2,2013
2013-02-09,1264931.0,62468.0,47773.0,52705.458333333336,1,0.8437193176239568,5,2,2013
2013-02-10,1119540.0,54678.0,40338.0,46647.5,1,0.8531310581952523,6,2,2013
2013-02-11,1178223.0,56338.0,45009.0,49092.625,24,0.8713945294472647,0,2,2013
2013-02-12,1396544.0,62525.0,49690.0,58189.333333333336,12,0.9306570705051314,1,2,2013
2013-02-13,1534073.0,70551.0,54644.0,63919.708333333336,10,0.9060071201447653,2,2,2013
2013-02-14,1559608.0,71414.0,57922.0,64983.666666666664,10,0.9099569645541024,3,2,2013
2013-02-15,1542025.0,69697.0,57208.0,64251.041666666664,10,0.9218623709294039,4,2,2013
2013-02-16,1455908.0,63952.0,57797.0,60662.833333333336,11,0.9485681969810692,5,2,2013
2013-02-17,1327834.0,59718.0,53170.0,55326.416666666664,1,0.9264613126137289,6,2,2013
2013-02-18,1513832.0,70278.0,52002.0,63076.333333333336,10,0.8975260157280135,0,2,2013
2013-02-19,1563952.0,71243.0,57570.0,65164.666666666664,10,0.9146816763284346,1,2,2013
2013-02-20,1584378.0,71826.0,59362.0,66015.75,10,0.9191065909280762,2,2,2013
2013-02-21,1571780.0,71294.0,59166.0,65490.833333333336,10,0.9186023134251597,3,2,2013
2013-02-22,1552322.0,70240.0,58535.0,64680.083333333336,10,0.9208440110098709,4,2,2013
2013-02-23,1440086.0,62773.0,57379.0,60003.583333333336,11,0.9558820405800796,5,2,2013
2013-02-24,1307906.0,59503.0,51070.0,54496.083333333336,1,0.9158543826921892,6,2,2013
2013-02-25,1487808.0,69513.0,51948.0,61992.0,11,0.891804410685771,0,2,2013
2013-02-26,1522279.0,69758.0,55997.0,63428.291666666664,11,0.9092619006661123,1,2,2013
2013-02-27,1477230.0,66919.0,55572.0,61551.25,10,0.9197873548618479,2,2,2013
2013-02-28,1451751.0,66378.0,55018.0,60489.625,10,0.9112902618337401,3,2,2013
2013-03-01,1378493.0,61639.0,53330.0,57437.208333333336,24,0.9318322544709249,4,3,2013
2013-03-02,1357992.0,60144.0,54107.0,56583.0,24,0.94079209896249,5,3,2013
2013-03-03,1270011.0,57568.0,49667.0,52917.125,23,0.9192107594496943,6,3,2013
2013-03-04,1484022.0,69653.0,50769.0,61834.25,11,0.8877471178556559,0,3,2013
2013-03-05,1510100.0,69252.0,55902.0,62920.833333333336,10,0.9085778509405265,1,3,2013
2013-03-06,1486277.0,68551.0,55330.0,61928.208333333336,10,0.9033888394528649,2,3,2013
2013-03-07,1465742.0,66035.0,53510.0,61072.583333333336,11,0.9248517200474496,3,3,2013
2013-03-08,1446235.0,66335.0,53063.0,60259.791666666664,10,0.9084162458229692,4,3,2013
2013-03-09,1307731.0,57125.0,51839.0,54488.791666666664,11,0.9538519328956965,5,3,2013
2013-03-10,1207412.0,55328.0,47901.0,50308.833333333336,23,0.909283424908425,6,3,2013
2013-03-11,1415621.0,66073.0,48065.0,58984.208333333336,11,0.892712731877368,0,3,2013
2013-03-12,1452932.0,66052.0,53018.0,60538.833333333336,10,0.9165329336482367,1,3,2013
2013-03-13,1460743.0,66668.0,51890.0,60864.291666666664,11,0.9129461160776784,2,3,2013
2013-03-14,1472195.0,66346.0,53766.0,61341.458333333336,10,0.9245690521407973,3,3,2013
2013-03-15,1465457.0,66752.0,54018.0,61060.708333333336,10,0.9147397581096197,4,3,2013
2013-03-16,1333899.0,58869.0,52601.0,55579.125,11,0.9441153238546603,5,3,2013
2013-03-17,1214717.0,54585.0,48076.0,50613.208333333336,23,0.9272365729290709,6,3,2013
2013-03-18,1385480.0,64038.0,46581.0,57728.333333333336,11,0.9014699605442602,0,3,2013
2013-03-19,1423898.0,64275.0,51307.0,59329.083333333336,10,0.9230506936341243,1,3,2013
2013-03-20,1448122.0,65952.0,50777.0,60338.416666666664,11,0.9148838043829856,2,3,2013
2013-03-21,1483807.0,67159.0,54754.0,61825.291666666664,10,0.9205808851630707,3,3,2013
2013-03-22,1475236.0,66964.0,53953.0,61468.166666666664,11,0.9179285387173207,4,3,2013
2013-03-23,1332713.0,58514.0,52689.0,55529.708333333336,11,0.9489986726823211,5,3,2013
2013-03-24,1205339.0,54589.0,47605.0,50222.458333333336,23,0.920010594319979,6,3,2013
2013-03-25,1419917.0,65718.0,47297.0,59163.208333333336,11,0.9002588078354992,0,3,2013
2013-03-26,1457589.0,66106.0,53539.0,60732.875,10,0.918719556469912,1,3,2013
2013-03-27,1423598.0,64627.0,52880.0,59316.583333333336,10,0.9178297512391622,2,3,2013
2013-03-28,1420747.0,63891.0,51741.0,59197.791666666664,10,0.9265435142143129,3,3,2013
2013-03-29,1415981.0,63768.0,51924.0,58999.208333333336,10,0.9252165401664367,4,3,2013
2013-03-30,1314253.0,56973.0,51422.0,54760.541666666664,11,0.9611665467268121,5,3,2013
2013-03-31,1188373.0,54007.0,46832.0,49515.541666666664,23,0.9168356262459804,6,3,2013
2013-04-01,1373084.0,63611.0,46312.0,57211.833333333336,11,0.8994015710071109,0,4,2013
2013-04-02,1438523.0,64872.0,50796.0,59938.458333333336,10,0.9239495981830887,1,4,2013
2013-04-03,1413204.0,63906.0,52313.0,58883.5,10,0.92140800550809,2,4,2013
2013-04-04,1392803.0,62740.0,51164.0,58033.458333333336,10,0.9249833970885135,3,4,2013
2013-04-05,1364878.0,60601.0,50496.0,56869.916666666664,11,0.9384319840706699,4,4,2013
2013-04-06,1298842.0,57295.0,48965.0,54118.416666666664,12,0.9445574075690141,5,4,2013
2013-04-07,1198624.0,54491.0,47640.0,49942.666666666664,23,0.9165305585631878,6,4,2013
2013-04-08,1376320.0,63306.0,46824.0,57346.666666666664,11,0.9058646363167261,0,4,2013
2013-04-09,1421442.0,64098.0,50949.0,59226.75,20,0.9240030890199382,1,4,2013
2013-04-10,1440511.0,64054.0,52426.0,60021.291666666664,11,0.9370420530593978,2,4,2013
2013-04-11,1441892.0,64092.0,52548.0,60078.833333333336,11,0.9373842809294972,3,4,2013
2013-04-12,1426839.0,63704.0,53178.0,59451.625,11,0.9332479122190129,4,4,2013
2013-04-13,1291910.0,56491.0,51123.0,53829.583333333336,1,0.9528877756338768,5,4,2013
2013-04-14,1174744.0,53790.0,46851.0,48947.666666666664,23,0.9099770713267645,6,4,2013
2013-04-15,1377783.0,63318.0,45846.0,57407.625,11,0.906655690325026,0,4,2013
2013-04-16,1384093.0,61632.0,51013.0,57670.541666666664,11,0.9357240016009,1,4,2013
2013-04-17,1378696.0,62189.0,49484.0,57445.666666666664,11,0.9237271328798768,2,4,2013
2013-04-18,1372860.0,62057.0,49591.0,57202.5,11,0.9217735307862127,3,4,2013
2013-04-19,1372449.0,61310.0,50106.0,57185.375,11,0.9327250856304029,4,4,2013
2013-04-20,1305794.0,58619.0,49420.0,54408.083333333336,11,0.9281646451378108,5,4,2013
2013-04-21,1174750.0,53250.0,46469.0,48947.916666666664,23,0.9192097026604068,6,4,2013
2013-04-22,1334510.0,60892.0,45453.0,55604.583333333336,11,0.9131673016707176,0,4,2013
2013-04-23,1391314.0,62169.0,49410.0,57971.416666666664,17,0.9324810865007748,1,4,2013
2013-04-24,1360850.0,59889.0,49941.0,56702.083333333336,20,0.9467862768343659,2,4,2013
2013-04-25,1377558.0,61275.0,49611.0,57398.25,20,0.9367319461444309,3,4,2013
2013-04-26,1365232.0,60659.0,50232.0,56884.666666666664,11,0.9377778510471103,4,4,2013
2013-04-27,1256053.0,54274.0,49407.0,52335.541666666664,23,0.9642838498483005,5,4,2013
2013-04-28,1146006.0,51398.0,45957.0,47750.25,23,0.9290293396630219,6,4,2013
2013-04-29,1312981.0,60584.0,43193.0,54707.541666666664,11,0.9030031306395527,0,4,2013
2013-04-30,1338376.0,59710.0,48735.0,55765.666666666664,10,0.9339418299558979,1,4,2013
2013-05-01,1236197.0,54401.0,48180.0,51508.208333333336,21,0.9468246600859054,2,5,2013
2013-05-02,1322240.0,59465.0,46074.0,55093.333333333336,20,0.9264833655651784,3,5,2013
2013-05-03,1340817.0,59617.0,48827.0,55867.375,11,0.9371047687740074,4,5,2013
2013-05-04,1225858.0,53102.0,48181.0,51077.416666666664,11,0.9618736896287647,5,5,2013
2013-05-05,1120508.0,50753.0,44813.0,46687.833333333336,23,0.9199029285625152,6,5,2013
2013-05-06,1282828.0,58827.0,42506.0,53451.166666666664,21,0.9086162249760596,0,5,2013
2013-05-07,1330220.0,59475.0,47520.0,55425.833333333336,17,0.9319181729017795,1,5,2013
2013-05-08,1321724.0,59488.0,47639.0,55071.833333333336,15,0.9257637394656626,2,5,2013
2013-05-09,1333067.0,60325.0,46938.0,55544.458333333336,15,0.9207535571211494,3,5,2013
2013-05-10,1346061.0,60692.0,47898.0,56085.875,11,0.9241065544058525,4,5,2013
2013-05-11,1229020.0,53938.0,47468.0,51209.166666666664,11,0.9494079622282373,5,5,2013
2013-05-12,1122065.0,50776.0,43641.0,46752.708333333336,21,0.9207639107714931,6,5,2013
2013-05-13,1292584.0,60757.0,41357.0,53857.666666666664,15,0.8864438116869935,0,5,2013
2013-05-14,1333351.0,60873.0,46841.0,55556.291666666664,17,0.912659005908476,1,5,2013
2013-05-15,1336049.0,61018.0,47075.0,55668.708333333336,15,0.9123325630688213,2,5,2013
2013-05-16,1328371.0,60111.0,46909.0,55348.791666666664,11,0.9207764247253691,3,5,2013
2013-05-17,1234845.0,54382.0,47095.0,51451.875,21,0.9461195800080909,4,5,2013
2013-05-18,1182988.0,52401.0,44454.0,49291.166666666664,21,0.9406531681965357,5,5,2013
2013-05-19,1114533.0,50511.0,42845.0,46438.875,21,0.9193814218685039,6,5,2013
2013-05-20,1282794.0,59795.0,41240.0,53449.75,11,0.8938832678317585,0,5,2013
2013-05-21,1325568.0,59595.0,46882.0,55232.0,15,0.9267891601644433,1,5,2013
2013-05-22,1332226.0,60558.0,46638.0,55509.416666666664,15,0.9166322643856578,2,5,2013
2013-05-23,1348291.0,61462.0,46928.0,56178.791666666664,15,0.9140410606011302,3,5,2013
2013-05-24,1348696.0,61928.0,46934.0,56195.666666666664,15,0.9074355165138009,4,5,2013
2013-05-25,1259147.0,57270.0,46484.0,52464.458333333336,15,0.9160897212036553,5,5,2013
2013-05-26,1144096.0,51923.0,43295.0,47670.666666666664,21,0.9181030885477854,6,5,2013
2013-05-27,1316203.0,62576.0,41838.0,54841.791666666664,17,0.8764029606664961,0,5,2013
2013-05-28,1364371.0,63029.0,47165.0,56848.791666666664,15,0.9019465907227889,1,5,2013
2013-05-29,1348171.0,62090.0,46902.0,56173.791666666664,15,0.9047156010092876,2,5,2013
2013-05-30,1338600.0,61737.0,46955.0,55775.0,15,0.9034290619887587,3,5,2013
2013-05-31,1332421.0,61677.0,46597.0,55517.541666666664,15,0.9001336262572217,4,5,2013
2013-06-01,1228492.0,55168.0,45948.0,51187.166666666664,12,0.9278416231631863,5,6,2013
2013-06-02,1128346.0,51697.0,42911.0,47014.416666666664,21,0.9094225325776479,6,6,2013
2013-06-03,1305373.0,62596.0,41384.0,54390.541666666664,15,0.8689140147400259,0,6,2013
2013-06-04,1364208.0,63185.0,46807.0,56842.0,17,0.8996122497428187,1,6,2013
2013-06-05,1375370.0,63384.0,47357.0,57307.083333333336,15,0.9041253839034036,2,6,2013
2013-06-06,1319938.0,60606.0,47529.0,54997.416666666664,15,0.9074582824582824,3,6,2013
2013-06-07,1361577.0,63441.0,46175.0,56732.375,15,0.8942541101180624,4,6,2013
2013-06-08,1278731.0,58352.0,46697.0,53280.458333333336,12,0.913087097842976,5,6,2013
2013-06-09,1166037.0,53036.0,43637.0,48584.875,21,0.9160735161022702,6,6,2013
2013-06-10,1362587.0,66076.0,42067.0,56774.458333333336,15,0.8592296496963093,0,6,2013
2013-06-11,1404452.0,65850.0,47865.0,58518.833333333336,15,0.8886686914705139,1,6,2013
2013-06-12,1395552.0,64819.0,47958.0,58148.0,15,0.8970826455206036,2,6,2013
2013-06-13,1404364.0,66272.0,47581.0,58515.166666666664,15,0.8829545911797843,3,6,2013
2013-06-14,1412230.0,66475.0,48298.0,58842.916666666664,15,0.8851886674188291,4,6,2013
2013-06-15,1309068.0,60427.0,47489.0,54544.5,15,0.9026511327717742,5,6,2013
2013-06-16,1179241.0,53717.0,44011.0,49135.041666666664,21,0.914701894496466,6,6,2013
2013-06-17,1367364.0,66566.0,42148.0,56973.5,15,0.8558949013009645,0,6,2013
2013-06-18,1420708.0,66929.0,47818.0,59196.166666666664,15,0.8844621414733025,1,6,2013
2013-06-19,1422308.0,67156.0,48075.0,59262.833333333336,17,0.8824652053924197,2,6,2013
2013-06-20,1428807.0,67488.0,47908.0,59533.625,15,0.8821364538880986,3,6,2013
2013-06-21,1422722.0,67030.0,48164.0,59280.083333333336,12,0.8843813715251878,4,6,2013
2013-06-22,1318130.0,60744.0,47803.0,54922.083333333336,12,0.9041565147723781,5,6,2013
2013-06-23,1175918.0,52918.0,44537.0,48996.583333333336,21,0.9258963553674239,6,6,2013
2013-06-24,1368530.0,67212.0,42408.0,57022.083333333336,15,0.8483914082802675,0,6,2013
2013-06-25,1422032.0,67878.0,47873.0,59251.333333333336,15,0.872909239125097,1,6,2013
2013-06-26,1415984.0,67914.0,47765.0,58999.333333333336,15,0.8687359503686035,2,6,2013
2013-06-27,1429830.0,68472.0,48003.0,59576.25,15,0.8700819313003856,3,6,2013
2013-06-28,1422488.0,68422.0,48184.0,59270.333333333336,15,0.866246723763312,4,6,2013
2013-06-29,1316475.0,60959.0,47068.0,54853.125,15,0.899836365425942,5,6,2013
2013-06-30,1211553.0,55838.0,44273.0,50481.375,21,0.9040684659192665,6,6,2013
2013-07-01,1397581.0,68943.0,42662.0,58232.541666666664,17,0.8446476316183901,0,7,2013
2013-07-02,1454619.0,69401.0,48576.0,60609.125,15,0.8733177475828878,1,7,2013
2013-07-03,1449455.0,69222.0,48460.0,60393.958333333336,15,0.8724676884998026,2,7,2013
2013-07-04,1461687.0,69137.0,49107.0,60903.625,15,0.8809121743784081,3,7,2013
2013-07-05,1442141.0,68039.0,48964.0,60089.208333333336,15,0.8831583111646752,4,7,2013
2013-07-06,1333640.0,61321.0,48209.0,55568.333333333336,15,0.9061876573006529,5,7,2013
2013-07-07,1225596.0,55795.0,45211.0,51066.5,21,0.915252262747558,6,7,2013
2013-07-08,1419420.0,68800.0,44024.0,59142.5,15,0.8596293604651163,0,7,2013
2013-07-09,1470086.0,69627.0,49290.0,61253.583333333336,15,0.8797389422685644,1,7,2013
2013-07-10,1479478.0,69934.0,49408.0,61644.916666666664,15,0.8814727695636838,2,7,2013
2013-07-11,1488400.0,70155.0,49584.0,62016.666666666664,15,0.883994963533129,3,7,2013
2013-07-12,1470927.0,69699.0,49773.0,61288.625,15,0.8793329172584973,4,7,2013
2013-07-13,1365857.0,62633.0,49499.0,56910.708333333336,12,0.9086377521966589,5,7,2013
2013-07-14,1249572.0,56534.0,46201.0,52065.5,21,0.9209590688789048,6,7,2013
2013-07-15,1453919.0,71101.0,44521.0,60579.958333333336,15,0.8520268116247779,0,7,2013
2013-07-16,1497233.0,71529.0,50128.0,62384.708333333336,15,0.8721596601844473,1,7,2013
2013-07-17,1481563.0,70143.0,49867.0,61731.791666666664,15,0.8800848504721307,2,7,2013
2013-07-18,1497070.0,71257.0,49833.0,62377.916666666664,15,0.8753935285890041,3,7,2013
2013-07-19,1503866.0,72112.0,49720.0,62661.083333333336,15,0.8689411378596258,4,7,2013
2013-07-20,1389830.0,64473.0,49530.0,57909.583333333336,12,0.8981989876899374,5,7,2013
2013-07-21,1282690.0,59289.0,46654.0,53445.416666666664,21,0.9014389965536046,6,7,2013
2013-07-22,1465253.0,71648.0,45055.0,61052.208333333336,15,0.8521132248399583,0,7,2013
2013-07-23,1487040.0,70119.0,49912.0,61960.0,11,0.8836406680072448,1,7,2013
2013-07-24,1468805.0,69230.0,49816.0,61200.208333333336,15,0.8840128316240551,2,7,2013
2013-07-25,1474352.0,69868.0,48972.0,61431.333333333336,15,0.879248487624282,3,7,2013
2013-07-26,1475515.0,70324.0,49395.0,61479.791666666664,15,0.8742362730599321,4,7,2013
2013-07-27,1353507.0,62688.0,48608.0,56396.125,12,0.899631907223073,5,7,2013
2013-07-28,1247668.0,58219.0,45468.0,51986.166666666664,21,0.8929415940958564,6,7,2013
2013-07-29,1409603.0,68634.0,44698.0,58733.458333333336,15,0.8557487299783393,0,7,2013
2013-07-30,1418970.0,67939.0,47504.0,59123.75,15,0.8702475750305421,1,7,2013
2013-07-31,1394569.0,65764.0,47009.0,58107.041666666664,15,0.88356915130872,2,7,2013
2013-08-01,1368281.0,63959.0,46447.0,57011.708333333336,15,0.8913789823689134,3,8,2013
2013-08-02,1357917.0,62649.0,46339.0,56579.875,15,0.9031249501189165,4,8,2013
2013-08-03,1300430.0,59182.0,46381.0,54184.583333333336,14,0.9155585031484799,5,8,2013
2013-08-04,1264029.0,58813.0,44890.0,52667.875,21,0.8955141720367946,6,8,2013
2013-08-05,1412510.0,67856.0,44457.0,58854.583333333336,15,0.867345309675391,0,8,2013
2013-08-06,1454728.0,68852.0,48342.0,60613.666666666664,12,0.8803472181878037,1,8,2013
2013-08-07,1498258.0,71825.0,48323.0,62427.416666666664,15,0.8691599953590904,2,8,2013
2013-08-08,1537446.0,73819.0,49658.0,64060.25,17,0.867801649981712,3,8,2013
2013-08-09,1554745.0,73600.0,50517.0,64781.041666666664,15,0.880177196557971,4,8,2013
2013-08-10,1444877.0,67476.0,51433.0,60203.208333333336,12,0.8922166152903749,5,8,2013
2013-08-11,1338456.0,62837.0,47254.0,55769.0,21,0.88751850024667,6,8,2013
2013-08-12,1520601.0,73302.0,46899.0,63358.375,12,0.86434715287441,0,8,2013
2013-08-13,1553512.0,72615.0,51277.0,64729.666666666664,15,0.8914090293557345,1,8,2013
2013-08-14,1549250.0,72501.0,51688.0,64552.083333333336,12,0.8903612823731167,2,8,2013
2013-08-15,1483440.0,69027.0,51483.0,61810.0,15,0.8954467092586958,3,8,2013
2013-08-16,1539167.0,73216.0,50515.0,64131.958333333336,12,0.8759281896488929,4,8,2013
2013-08-17,1444067.0,67118.0,50904.0,60169.458333333336,15,0.8964727544523575,5,8,2013
2013-08-18,1348010.0,62710.0,48395.0,56167.083333333336,21,0.8956639026205284,6,8,2013
2013-08-19,1526377.0,74015.0,46765.0,63599.041666666664,15,0.8592723321849174,0,8,2013
2013-08-20,1544170.0,73315.0,50946.0,64340.416666666664,15,0.8775887153606583,1,8,2013
2013-08-21,1536313.0,73266.0,50141.0,64013.041666666664,15,0.8737073358265316,2,8,2013
2013-08-22,1551764.0,73657.0,51009.0,64656.833333333336,15,0.8778097578415267,3,8,2013
2013-08-23,1498554.0,70527.0,51099.0,62439.75,12,0.8853311497724276,4,8,2013
2013-08-24,1354217.0,63061.0,48832.0,56425.708333333336,12,0.8947797899388423,5,8,2013
2013-08-25,1224510.0,56316.0,45058.0,51021.25,21,0.9059814262376589,6,8,2013
2013-08-26,1408772.0,69003.0,43076.0,58698.833333333336,15,0.8506707437840867,0,8,2013
2013-08-27,1455253.0,69286.0,48291.0,60635.541666666664,15,0.8751485389063688,1,8,2013
2013-08-28,1455852.0,69475.0,48587.0,60660.5,15,0.8731270241093919,2,8,2013
2013-08-29,1472540.0,69623.0,48811.0,61355.833333333336,12,0.8812581091497542,3,8,2013
2013-08-30,1441799.0,68095.0,48832.0,60074.958333333336,15,0.8822227525271068,4,8,2013
2013-08-31,1296981.0,59493.0,47646.0,54040.875,15,0.9083568655135899,5,8,2013
2013-09-01,1177508.0,54172.0,43829.0,49062.833333333336,20,0.9056862093578479,6,9,2013
2013-09-02,1342046.0,65238.0,41995.0,55918.583333333336,15,0.8571474191933127,0,9,2013
2013-09-03,1372004.0,63488.0,47476.0,57166.833333333336,11,0.9004352528561829,1,9,2013
2013-09-04,1370862.0,64303.0,47035.0,57119.25,17,0.8882828172869073,2,9,2013
2013-09-05,1369255.0,63323.0,47367.0,57052.291666666664,15,0.9009726586969452,3,9,2013
2013-09-06,1361238.0,62697.0,47729.0,56718.25,11,0.9046405729141745,4,9,2013
2013-09-07,1269482.0,57341.0,46946.0,52895.083333333336,15,0.9224653098713544,5,9,2013
2013-09-08,1167655.0,53099.0,43978.0,48652.291666666664,20,0.9162562697351487,6,9,2013
2013-09-09,1346802.0,65106.0,42263.0,56116.75,15,0.8619290080791325,0,9,2013
2013-09-10,1404765.0,65504.0,48201.0,58531.875,17,0.8935618435515389,1,9,2013
2013-09-11,1411830.0,66061.0,48343.0,58826.25,17,0.8904837952801199,2,9,2013
2013-09-12,1423186.0,66213.0,48808.0,59299.416666666664,17,0.8955857107617335,3,9,2013
2013-09-13,1437230.0,67689.0,49012.0,59884.583333333336,15,0.884701847173593,4,9,2013
2013-09-14,1332827.0,61174.0,48977.0,55534.458333333336,12,0.9078114612961934,5,9,2013
2013-09-15,1229169.0,55438.0,45835.0,51215.375,20,0.9238315776182402,6,9,2013
2013-09-16,1326050.0,62839.0,43381.0,55252.083333333336,15,0.8792642042892683,0,9,2013
2013-09-17,1297106.0,60397.0,46681.0,54046.083333333336,12,0.8948471502447694,1,9,2013
2013-09-18,1062188.0,47703.0,41510.0,44257.833333333336,20,0.9277788259298857,2,9,2013
2013-09-19,952622.0,44095.0,36476.0,39692.583333333336,20,0.900160638016404,3,9,2013
2013-09-20,996793.0,47235.0,36233.0,41533.041666666664,20,0.879285311033485,4,9,2013
2013-09-21,1070802.0,50913.0,37486.0,44616.75,20,0.8763331565611926,5,9,2013
2013-09-22,1120260.0,52637.0,39755.0,46677.5,20,0.8867811615403614,6,9,2013
2013-09-23,1334869.0,64919.0,41727.0,55619.541666666664,15,0.8567529023347042,0,9,2013
2013-09-24,1403385.0,65765.0,47849.0,58474.375,15,0.8891412605489242,1,9,2013
2013-09-25,1369674.0,63041.0,48096.0,57069.75,15,0.9052798972097524,2,9,2013
2013-09-26,1349459.0,61708.0,47361.0,56227.458333333336,20,0.9111858808150213,3,9,2013
2013-09-27,1345244.0,61263.0,47631.0,56051.833333333336,15,0.9149377819129546,4,9,2013
2013-09-28,1264678.0,56668.0,47436.0,52694.916666666664,11,0.9298884143902496,5,9,2013
2013-09-29,1174984.0,52725.0,44781.0,48957.666666666664,20,0.9285474948632843,6,9,2013
2013-09-30,1323984.0,62764.0,42533.0,55166.0,17,0.8789433433178255,0,9,2013
2013-10-01,1374702.0,63532.0,47447.0,57279.25,19,0.9015810929925077,1,10,2013
2013-10-02,1370448.0,62685.0,48256.0,57102.0,11,0.9109356305336205,2,10,2013
2013-10-03,1288093.0,57722.0,47710.0,53670.541666666664,20,0.929810846240024,3,10,2013
2013-10-04,1333685.0,61182.0,46590.0,55570.208333333336,19,0.9082770804049122,4,10,2013
2013-10-05,1260572.0,55667.0,47212.0,52523.833333333336,12,0.9435362662499027,5,10,2013
2013-10-06,1167020.0,53017.0,44606.0,48625.833333333336,20,0.9171743654551057,6,10,2013
2013-10-07,1353902.0,64911.0,42713.0,56412.583333333336,19,0.8690758628481049,0,10,2013
2013-10-08,1393682.0,64075.0,48722.0,58070.083333333336,11,0.9062830016907271,1,10,2013
2013-10-09,1324851.0,59766.0,48066.0,55202.125,15,0.9236376033196132,2,10,2013
2013-10-10,1376917.0,64136.0,46900.0,57371.541666666664,19,0.8945294634318739,3,10,2013
2013-10-11,1361407.0,62118.0,48161.0,56725.291666666664,11,0.9131860598645588,4,10,2013
2013-10-12,1241145.0,54568.0,47115.0,51714.375,12,0.9477051568684943,5,10,2013
2013-10-13,1136952.0,51494.0,44234.0,47373.0,20,0.9199712587874316,6,10,2013
2013-10-14,1312861.0,62685.0,42185.0,54702.541666666664,19,0.8726576001701629,0,10,2013
2013-10-15,1361658.0,62574.0,47622.0,56735.75,19,0.906698469012689,1,10,2013
2013-10-16,1354104.0,61498.0,48264.0,56421.0,19,0.9174444697388533,2,10,2013
2013-10-17,1365176.0,62394.0,48753.0,56882.333333333336,19,0.9116635146541868,3,10,2013
