date,total_mwh,peak_mwh,min_mwh,mean_mwh,peak_hour,load_factor,dow,month,year,temp_avg,temp_min,temp_max,rain_mm,humid,wind,solar_mj,sunshine_hr,CDD,HDD
2013-01-01,1285138.0,60178.0,49213.0,53547.41666666666,1,0.8898171535555629,1,1,2013,-4.7,-8.7,0.0,3.1,73.5,3.2,5.76,4.6,0.0,22.7
2013-01-02,1575248.0,73387.0,53571.0,65635.33333333333,18,0.8943727544842183,2,1,2013,-11.7,-15.1,-4.8,0.0,40.8,4.2,9.62,9.1,0.0,29.7
2013-01-03,1694967.0,76522.0,62461.0,70623.625,11,0.9229192258435482,3,1,2013,-13.2,-16.4,-9.3,0.0,42.8,2.8,9.78,9.1,0.0,31.2
2013-01-04,1700530.0,76375.0,64152.0,70855.41666666667,11,0.9277304964539008,4,1,2013,-10.7,-14.8,-5.8,0.0,44.3,1.8,9.54,9.2,0.0,28.7
2013-01-05,1551110.0,68053.0,62314.0,64629.583333333336,1,0.9496948456840012,5,1,2013,-7.0,-12.1,-1.2,0.0,59.4,2.3,8.09,7.5,0.0,25.0
2013-01-06,1410695.0,64147.0,55256.0,58778.958333333336,1,0.9163165593610508,6,1,2013,-6.3,-9.4,-2.0,0.0,59.4,1.9,7.97,8.2,0.0,24.3
2013-01-07,1625258.0,75383.0,57387.0,67719.08333333333,10,0.8983336207544583,0,1,2013,-5.1,-8.8,0.1,0.0,53.6,1.7,7.8,5.8,0.0,23.1
2013-01-08,1651654.0,75220.0,61928.0,68818.91666666667,10,0.9149018434813436,1,1,2013,-4.6,-6.8,-0.7,0.0,53.4,2.2,8.55,8.0,0.0,22.6
2013-01-09,1668998.0,75609.0,61853.0,69541.58333333333,10,0.9197527190325666,2,1,2013,-9.0,-10.7,-6.4,0.0,38.5,3.0,10.07,9.3,0.0,27.0
2013-01-10,1678452.0,75570.0,63217.0,69935.5,10,0.9254399894137886,3,1,2013,-8.3,-12.3,-3.6,0.0,41.3,2.3,9.74,9.1,0.0,26.3
2013-01-11,1651064.0,75583.0,63073.0,68794.33333333333,10,0.9101826248406828,4,1,2013,-3.2,-7.9,1.4,0.0,50.5,2.3,7.52,6.1,0.0,21.2
2013-01-12,1479677.0,65458.0,59451.0,61653.208333333336,1,0.941874306170878,5,1,2013,0.0,-2.7,4.2,0.1,70.0,2.5,5.67,3.2,0.0,18.0
2013-01-13,1363158.0,61334.0,54287.0,56798.25,1,0.9260483581700198,6,1,2013,-0.5,-3.0,3.3,0.0,65.6,1.6,5.77,0.6,0.0,18.5
2013-01-14,1570508.0,72869.0,54702.0,65437.833333333336,10,0.8980201914851766,0,1,2013,-2.1,-4.3,1.8,0.0,61.6,2.2,5.89,4.5,0.0,20.1
2013-01-15,1608596.0,73364.0,60210.0,67024.83333333333,10,0.9135929520382384,1,1,2013,-2.1,-5.5,2.0,0.0,57.0,2.0,6.87,4.1,0.0,20.1
2013-01-16,1607709.0,72808.0,59915.0,66987.875,10,0.920062012416218,2,1,2013,-2.6,-5.8,0.4,0.3,64.1,2.4,5.16,4.0,0.0,20.6
2013-01-17,1627230.0,73613.0,60323.0,67801.25,10,0.9210499504163668,3,1,2013,-5.8,-8.2,-2.5,0.0,62.9,2.8,7.97,7.3,0.0,23.8
2013-01-18,1623684.0,74135.0,61515.0,67653.5,10,0.9125716598098064,4,1,2013,-4.4,-9.2,0.2,0.0,51.9,2.0,9.79,9.3,0.0,22.4
2013-01-19,1466879.0,64737.0,59134.0,61119.958333333336,1,0.9441271349202672,5,1,2013,0.5,-2.5,4.6,0.0,59.9,2.0,7.74,6.5,0.0,17.5
2013-01-20,1343106.0,61013.0,52846.0,55962.75,1,0.9172266566141642,6,1,2013,1.6,-2.0,4.1,0.0,55.8,3.1,5.52,0.4,0.0,16.4
2013-01-21,1539531.0,71696.0,52803.0,64147.125,15,0.8947099559250168,0,1,2013,2.2,1.1,4.0,16.5,83.6,4.3,0.97,0.0,0.0,15.8
2013-01-22,1557522.0,70439.0,57677.0,64896.75,10,0.9213184457473844,1,1,2013,3.8,2.0,6.0,0.5,74.3,2.2,4.16,0.0,0.0,14.2
2013-01-23,1556171.0,70555.0,57136.0,64840.458333333336,10,0.9190058583138452,2,1,2013,1.8,1.0,3.8,1.5,80.4,3.1,0.89,0.0,0.0,16.2
2013-01-24,1575944.0,70895.0,57786.0,65664.33333333333,10,0.9262195265298444,3,1,2013,-0.9,-6.7,2.4,0.1,57.6,4.3,3.52,2.4,0.0,18.9
2013-01-25,1626457.0,73340.0,60679.0,67769.04166666667,10,0.9240392918825562,4,1,2013,-9.1,-10.8,-6.5,0.0,37.5,4.7,11.26,9.5,0.0,27.1
2013-01-26,1505669.0,66011.0,60899.0,62736.208333333336,1,0.9503902127423208,5,1,2013,-9.2,-11.9,-5.1,0.0,37.0,3.5,11.27,9.6,0.0,27.2
2013-01-27,1388955.0,63092.0,54854.0,57873.125,1,0.9172815095416218,6,1,2013,-7.3,-10.7,-3.9,0.0,44.9,2.6,10.9,9.5,0.0,25.3
2013-01-28,1587392.0,73589.0,56375.0,66141.33333333333,10,0.898793750877622,0,1,2013,-3.5,-8.9,0.2,0.0,56.0,2.1,6.04,3.7,0.0,21.5
2013-01-29,1583735.0,72309.0,59535.0,65988.95833333333,10,0.9125967491368064,1,1,2013,2.2,-0.3,3.7,0.0,63.5,2.7,1.8,0.0,0.0,15.8
2013-01-30,1536931.0,70366.0,58170.0,64038.79166666666,10,0.9100814550587878,2,1,2013,5.4,3.5,8.5,0.0,68.8,2.1,4.65,0.7,0.0,12.6
2013-01-31,1504449.0,69136.0,56717.0,62685.375,10,0.9066965835454756,3,1,2013,7.4,3.7,11.5,0.0,59.5,2.9,7.45,6.4,0.0,10.6
2013-02-01,1494216.0,67350.0,54960.0,62259.0,10,0.9244097995545656,4,2,2013,7.3,3.7,9.3,46.5,85.8,3.7,0.64,0.0,0.0,10.7
2013-02-02,1402494.0,62234.0,55413.0,58437.25,24,0.9389923514477616,5,2,2013,-1.1,-4.5,3.7,0.0,52.1,4.1,12.19,9.4,0.0,19.1
2013-02-03,1345544.0,60333.0,53808.0,56064.333333333336,24,0.929248227890762,6,2,2013,-3.2,-5.8,-1.1,7.5,62.3,2.7,2.7,0.2,0.0,21.2
2013-02-04,1527793.0,70352.0,53340.0,63658.04166666666,10,0.9048504899173678,0,2,2013,-0.8,-3.3,2.5,7.4,77.1,2.6,8.18,6.1,0.0,18.8
2013-02-05,1594047.0,72515.0,58613.0,66418.625,10,0.9159294628697512,1,2,2013,-0.6,-4.0,2.7,4.5,77.0,2.4,3.16,0.0,0.0,18.6
2013-02-06,1573775.0,70985.0,58430.0,65573.95833333333,10,0.9237720410415344,2,2,2013,-1.5,-3.1,0.2,2.1,75.0,3.3,9.35,5.8,0.0,19.5
2013-02-07,1644518.0,73964.0,59596.0,68521.58333333333,10,0.926418032195843,3,2,2013,-11.1,-13.8,-2.6,0.0,42.5,5.5,13.63,9.8,0.0,29.1
2013-02-08,1586638.0,74196.0,61353.0,66109.91666666667,10,0.8910172605890705,4,2,2013,-11.5,-15.8,-6.1,0.0,39.3,2.7,12.85,9.3,0.0,29.5
2013-02-09,1264931.0,62468.0,47773.0,52705.458333333336,1,0.8437193176239568,5,2,2013,-7.2,-12.3,-2.6,0.0,55.5,1.8,12.25,8.9,0.0,25.2
2013-02-10,1119540.0,54678.0,40338.0,46647.5,1,0.8531310581952523,6,2,2013,-4.0,-8.4,-0.5,1.2,56.6,2.9,11.62,8.6,0.0,22.0
2013-02-11,1178223.0,56338.0,45009.0,49092.625,24,0.8713945294472647,0,2,2013,-5.8,-10.4,-0.9,0.0,41.8,2.1,13.63,9.7,0.0,23.8
2013-02-12,1396544.0,62525.0,49690.0,58189.333333333336,12,0.9306570705051314,1,2,2013,-3.8,-4.8,-1.9,0.0,55.6,2.3,5.78,0.2,0.0,21.8
2013-02-13,1534073.0,70551.0,54644.0,63919.708333333336,10,0.9060071201447653,2,2,2013,-1.3,-6.3,2.9,0.0,59.6,2.0,13.01,9.3,0.0,19.3
2013-02-14,1559608.0,71414.0,57922.0,64983.66666666666,10,0.9099569645541024,3,2,2013,1.1,-2.6,5.2,0.0,60.1,2.3,11.31,7.4,0.0,16.9
2013-02-15,1542025.0,69697.0,57208.0,64251.04166666666,10,0.921862370929404,4,2,2013,-1.2,-5.2,1.5,0.0,48.4,3.9,14.35,9.7,0.0,19.2
2013-02-16,1455908.0,63952.0,57797.0,60662.833333333336,11,0.9485681969810692,5,2,2013,-2.6,-7.0,2.6,0.0,38.8,2.1,13.9,9.6,0.0,20.6
2013-02-17,1327834.0,59718.0,53170.0,55326.41666666666,1,0.9264613126137288,6,2,2013,2.3,-2.1,5.8,0.0,44.5,2.5,7.57,3.6,0.0,15.7
2013-02-18,1513832.0,70278.0,52002.0,63076.333333333336,10,0.8975260157280135,0,2,2013,0.5,-2.5,3.1,0.0,49.8,3.5,10.1,5.7,0.0,17.5
2013-02-19,1563952.0,71243.0,57570.0,65164.66666666666,10,0.9146816763284346,1,2,2013,-2.9,-7.1,0.6,0.0,27.5,4.0,14.59,9.6,0.0,20.9
2013-02-20,1584378.0,71826.0,59362.0,66015.75,10,0.9191065909280762,2,2,2013,-4.8,-8.7,0.0,0.0,35.3,2.6,14.55,9.5,0.0,22.8
2013-02-21,1571780.0,71294.0,59166.0,65490.833333333336,10,0.9186023134251596,3,2,2013,-1.7,-5.3,2.5,0.0,49.0,2.5,13.68,9.0,0.0,19.7
2013-02-22,1552322.0,70240.0,58535.0,64680.083333333336,10,0.9208440110098708,4,2,2013,0.5,-3.1,4.3,3.9,57.1,3.1,11.62,7.4,0.0,17.5
2013-02-23,1440086.0,62773.0,57379.0,60003.583333333336,11,0.9558820405800796,5,2,2013,-0.9,-4.4,2.4,0.0,45.9,3.7,14.41,9.7,0.0,18.9
2013-02-24,1307906.0,59503.0,51070.0,54496.083333333336,1,0.9158543826921892,6,2,2013,1.4,-2.4,5.3,0.0,42.4,2.2,13.03,8.8,0.0,16.6
2013-02-25,1487808.0,69513.0,51948.0,61992.0,11,0.891804410685771,0,2,2013,3.3,-0.7,8.6,0.0,39.4,1.7,10.64,6.2,0.0,14.7
2013-02-26,1522279.0,69758.0,55997.0,63428.29166666666,11,0.9092619006661125,1,2,2013,4.8,2.5,7.5,0.0,56.4,2.6,3.14,0.0,0.0,13.2
2013-02-27,1477230.0,66919.0,55572.0,61551.25,10,0.919787354861848,2,2,2013,3.4,0.8,8.8,0.0,69.5,3.0,13.21,7.0,0.0,14.6
2013-02-28,1451751.0,66378.0,55018.0,60489.625,10,0.91129026183374,3,2,2013,6.7,-1.1,13.9,1.0,57.3,2.9,11.39,6.7,0.0,11.3
2013-03-01,1378493.0,61639.0,53330.0,57437.208333333336,24,0.9318322544709248,4,3,2013,0.8,-2.4,7.7,3.0,56.1,4.8,15.28,9.1,0.0,17.2
2013-03-02,1357992.0,60144.0,54107.0,56583.0,24,0.94079209896249,5,3,2013,-0.8,-4.4,3.1,0.0,42.6,3.2,14.67,9.7,0.0,18.8
2013-03-03,1270011.0,57568.0,49667.0,52917.125,23,0.9192107594496944,6,3,2013,0.4,-3.5,4.8,0.0,50.3,2.9,16.46,10.4,0.0,17.6
2013-03-04,1484022.0,69653.0,50769.0,61834.25,11,0.8877471178556559,0,3,2013,3.1,-0.7,8.9,0.0,58.6,2.8,10.62,5.8,0.0,14.9
2013-03-05,1510100.0,69252.0,55902.0,62920.833333333336,10,0.9085778509405265,1,3,2013,3.7,-0.7,9.1,0.0,51.8,3.0,15.92,10.7,0.0,14.3
2013-03-06,1486277.0,68551.0,55330.0,61928.208333333336,10,0.9033888394528647,2,3,2013,7.9,0.9,14.3,0.0,43.1,2.2,11.78,6.9,0.0,10.1
2013-03-07,1465742.0,66035.0,53510.0,61072.583333333336,11,0.9248517200474496,3,3,2013,8.0,4.3,11.7,0.5,74.1,3.7,4.79,2.2,0.0,10.0
2013-03-08,1446235.0,66335.0,53063.0,60259.79166666666,10,0.9084162458229692,4,3,2013,8.5,3.8,14.1,0.0,66.0,2.7,11.61,6.1,0.0,9.5
2013-03-09,1307731.0,57125.0,51839.0,54488.79166666666,11,0.9538519328956964,5,3,2013,13.2,6.2,23.8,0.0,48.8,4.3,13.95,9.4,0.0,4.800000000000001
2013-03-10,1207412.0,55328.0,47901.0,50308.833333333336,23,0.909283424908425,6,3,2013,1.2,-1.5,7.9,0.0,32.5,5.0,18.27,11.2,0.0,16.8
2013-03-11,1415621.0,66073.0,48065.0,58984.208333333336,11,0.892712731877368,0,3,2013,4.2,-2.6,12.1,0.0,33.4,2.2,17.9,11.2,0.0,13.8
2013-03-12,1452932.0,66052.0,53018.0,60538.833333333336,10,0.9165329336482368,1,3,2013,7.5,1.6,11.7,3.5,60.4,2.1,6.16,3.0,0.0,10.5
2013-03-13,1460743.0,66668.0,51890.0,60864.29166666666,11,0.9129461160776784,2,3,2013,5.2,1.8,8.4,11.5,64.5,3.6,9.72,5.7,0.0,12.8
2013-03-14,1472195.0,66346.0,53766.0,61341.458333333336,10,0.9245690521407972,3,3,2013,4.1,0.9,9.8,0.0,48.9,2.9,15.69,9.3,0.0,13.9
2013-03-15,1465457.0,66752.0,54018.0,61060.708333333336,10,0.9147397581096196,4,3,2013,4.6,0.0,10.5,0.0,43.4,2.4,16.66,10.7,0.0,13.4
2013-03-16,1333899.0,58869.0,52601.0,55579.125,11,0.9441153238546603,5,3,2013,6.3,1.6,12.7,0.0,53.6,2.3,15.76,10.8,0.0,11.7
2013-03-17,1214717.0,54585.0,48076.0,50613.208333333336,23,0.9272365729290708,6,3,2013,8.2,3.4,15.9,7.5,57.5,2.9,13.17,7.2,0.0,9.8
2013-03-18,1385480.0,64038.0,46581.0,57728.333333333336,11,0.9014699605442602,0,3,2013,8.3,5.3,14.2,1.0,73.0,3.3,16.12,9.3,0.0,9.7
2013-03-19,1423898.0,64275.0,51307.0,59329.083333333336,10,0.9230506936341244,1,3,2013,8.0,5.2,11.4,0.0,61.1,2.2,8.28,3.2,0.0,10.0
2013-03-20,1448122.0,65952.0,50777.0,60338.41666666666,11,0.9148838043829856,2,3,2013,2.8,-2.5,8.5,0.1,51.9,4.3,11.32,5.6,0.0,15.2
2013-03-21,1483807.0,67159.0,54754.0,61825.29166666666,10,0.9205808851630708,3,3,2013,1.5,-4.0,7.2,0.0,34.3,2.5,18.56,11.2,0.0,16.5
2013-03-22,1475236.0,66964.0,53953.0,61468.16666666666,11,0.9179285387173208,4,3,2013,3.4,0.9,6.9,0.0,61.6,2.3,4.67,0.7,0.0,14.6
2013-03-23,1332713.0,58514.0,52689.0,55529.708333333336,11,0.9489986726823212,5,3,2013,5.4,-1.2,12.1,0.0,39.0,2.3,18.45,11.2,0.0,12.6
2013-03-24,1205339.0,54589.0,47605.0,50222.458333333336,23,0.920010594319979,6,3,2013,5.1,1.8,10.2,0.0,47.4,3.9,18.62,11.0,0.0,12.9
2013-03-25,1419917.0,65718.0,47297.0,59163.208333333336,11,0.9002588078354992,0,3,2013,2.8,-0.7,7.8,0.0,40.3,3.8,19.9,11.5,0.0,15.2
2013-03-26,1457589.0,66106.0,53539.0,60732.875,10,0.918719556469912,1,3,2013,4.4,-0.9,10.4,0.0,39.9,2.5,18.86,11.5,0.0,13.6
2013-03-27,1423598.0,64627.0,52880.0,59316.583333333336,10,0.9178297512391622,2,3,2013,7.5,1.4,14.9,0.0,30.1,2.8,19.85,11.4,0.0,10.5
2013-03-28,1420747.0,63891.0,51741.0,59197.79166666666,10,0.9265435142143128,3,3,2013,7.3,4.4,12.0,0.0,42.1,2.7,10.62,4.0,0.0,10.7
2013-03-29,1415981.0,63768.0,51924.0,58999.208333333336,10,0.9252165401664368,4,3,2013,5.4,0.6,10.4,0.0,28.6,3.4,20.29,11.7,0.0,12.6
2013-03-30,1314253.0,56973.0,51422.0,54760.54166666666,11,0.961166546726812,5,3,2013,4.9,2.3,10.2,0.2,43.1,2.3,9.76,3.4,0.0,13.1
2013-03-31,1188373.0,54007.0,46832.0,49515.54166666666,23,0.9168356262459804,6,3,2013,6.3,1.0,13.2,0.0,46.4,2.7,19.6,11.2,0.0,11.7
2013-04-01,1373084.0,63611.0,46312.0,57211.833333333336,11,0.8994015710071109,0,4,2013,9.2,3.3,13.4,0.5,44.5,2.2,10.14,0.9,0.0,8.8
2013-04-02,1438523.0,64872.0,50796.0,59938.458333333336,10,0.9239495981830887,1,4,2013,7.2,5.8,9.5,8.5,86.1,2.7,3.26,0.6,0.0,10.8
2013-04-03,1413204.0,63906.0,52313.0,58883.5,10,0.92140800550809,2,4,2013,7.9,3.9,14.1,0.0,64.0,2.6,17.39,8.7,0.0,10.1
2013-04-04,1392803.0,62740.0,51164.0,58033.458333333336,10,0.9249833970885136,3,4,2013,12.6,5.6,19.8,0.0,44.5,1.9,18.18,10.7,0.0,5.4
2013-04-05,1364878.0,60601.0,50496.0,56869.91666666666,11,0.93843198407067,4,4,2013,14.6,10.1,19.9,0.0,42.1,2.6,10.99,2.1,0.0,3.4000000000000004
2013-04-06,1298842.0,57295.0,48965.0,54118.41666666666,12,0.944557407569014,5,4,2013,7.5,2.5,13.0,14.0,84.4,2.9,2.48,0.0,0.0,10.5
2013-04-07,1198624.0,54491.0,47640.0,49942.66666666666,23,0.9165305585631878,6,4,2013,5.1,2.0,9.6,1.0,57.3,4.4,19.62,10.6,0.0,12.9
2013-04-08,1376320.0,63306.0,46824.0,57346.66666666666,11,0.905864636316726,0,4,2013,8.0,2.5,13.8,1.0,55.1,4.0,15.6,7.5,0.0,10.0
2013-04-09,1421442.0,64098.0,50949.0,59226.75,20,0.9240030890199382,1,4,2013,6.2,3.2,10.7,0.5,50.8,5.1,17.86,10.2,0.0,11.8
2013-04-10,1440511.0,64054.0,52426.0,60021.29166666666,11,0.9370420530593978,2,4,2013,5.0,1.3,8.1,1.5,49.3,4.1,12.56,8.6,0.0,13.0
2013-04-11,1441892.0,64092.0,52548.0,60078.833333333336,11,0.9373842809294972,3,4,2013,5.5,3.7,9.6,0.5,54.5,4.9,15.41,10.1,0.0,12.5
2013-04-12,1426839.0,63704.0,53178.0,59451.625,11,0.9332479122190128,4,4,2013,6.9,2.2,11.9,0.0,42.6,3.7,18.42,11.6,0.0,11.1
2013-04-13,1291910.0,56491.0,51123.0,53829.583333333336,1,0.9528877756338768,5,4,2013,11.4,3.4,17.5,0.0,38.6,4.5,19.53,10.0,0.0,6.6
2013-04-14,1174744.0,53790.0,46851.0,48947.66666666666,23,0.9099770713267644,6,4,2013,8.3,4.2,12.2,3.5,40.4,4.7,20.65,9.9,0.0,9.7
2013-04-15,1377783.0,63318.0,45846.0,57407.625,11,0.906655690325026,0,4,2013,7.5,2.6,12.5,0.0,31.5,2.0,9.58,2.2,0.0,10.5
2013-04-16,1384093.0,61632.0,51013.0,57670.54166666666,11,0.9357240016009,1,4,2013,13.2,8.6,19.1,0.0,54.5,4.4,11.55,2.7,0.0,4.800000000000001
2013-04-17,1378696.0,62189.0,49484.0,57445.66666666666,11,0.9237271328798768,2,4,2013,14.8,10.3,20.6,0.0,62.3,2.9,19.62,9.4,0.0,3.1999999999999993
2013-04-18,1372860.0,62057.0,49591.0,57202.5,11,0.9217735307862128,3,4,2013,12.3,9.0,16.3,0.0,37.4,4.0,16.75,7.8,0.0,5.699999999999999
2013-04-19,1372449.0,61310.0,50106.0,57185.375,11,0.9327250856304028,4,4,2013,9.8,5.1,15.0,0.0,27.0,3.2,20.53,10.2,0.0,8.2
2013-04-20,1305794.0,58619.0,49420.0,54408.083333333336,11,0.9281646451378108,5,4,2013,6.6,4.0,10.1,9.5,70.8,2.3,3.73,0.1,0.0,11.4
2013-04-21,1174750.0,53250.0,46469.0,48947.91666666666,23,0.9192097026604068,6,4,2013,9.0,4.2,15.3,0.0,58.8,3.3,21.76,10.1,0.0,9.0
2013-04-22,1334510.0,60892.0,45453.0,55604.583333333336,11,0.9131673016707176,0,4,2013,11.4,5.6,17.2,0.0,43.8,2.5,21.53,10.7,0.0,6.6
2013-04-23,1391314.0,62169.0,49410.0,57971.41666666666,17,0.9324810865007748,1,4,2013,11.2,9.7,14.8,5.5,59.3,2.7,4.96,0.0,0.0,6.800000000000001
2013-04-24,1360850.0,59889.0,49941.0,56702.083333333336,20,0.946786276834366,2,4,2013,12.3,8.3,18.0,0.1,67.0,3.7,21.46,11.8,0.0,5.699999999999999
2013-04-25,1377558.0,61275.0,49611.0,57398.25,20,0.9367319461444308,3,4,2013,9.3,7.9,13.8,4.5,78.9,3.3,7.66,2.7,0.0,8.7
2013-04-26,1365232.0,60659.0,50232.0,56884.66666666666,11,0.9377778510471104,4,4,2013,11.7,6.9,16.3,0.1,55.0,3.6,19.71,11.7,0.0,6.300000000000001
2013-04-27,1256053.0,54274.0,49407.0,52335.54166666666,23,0.9642838498483004,5,4,2013,12.8,8.2,18.5,0.0,51.4,2.8,21.5,11.6,0.0,5.199999999999999
2013-04-28,1146006.0,51398.0,45957.0,47750.25,23,0.929029339663022,6,4,2013,16.0,10.3,21.6,0.0,51.0,3.8,10.61,3.3,0.0,2.0
2013-04-29,1312981.0,60584.0,43193.0,54707.54166666666,11,0.9030031306395528,0,4,2013,13.5,9.0,17.7,21.0,67.6,4.5,14.17,6.7,0.0,4.5
2013-04-30,1338376.0,59710.0,48735.0,55765.66666666666,10,0.933941829955898,1,4,2013,13.4,7.7,19.5,0.0,48.8,3.5,22.65,10.7,0.0,4.6
2013-05-01,1236197.0,54401.0,48180.0,51508.208333333336,21,0.9468246600859054,2,5,2013,13.2,8.7,18.6,1.0,52.4,3.3,20.16,10.5,0.0,4.800000000000001
2013-05-02,1322240.0,59465.0,46074.0,55093.333333333336,20,0.9264833655651784,3,5,2013,12.4,9.0,17.1,1.0,67.1,2.5,14.27,8.9,0.0,5.6
2013-05-03,1340817.0,59617.0,48827.0,55867.375,11,0.9371047687740074,4,5,2013,12.6,9.0,18.2,0.0,64.8,3.2,14.75,6.2,0.0,5.4
2013-05-04,1225858.0,53102.0,48181.0,51077.41666666666,11,0.9618736896287648,5,5,2013,13.9,9.3,19.6,0.0,58.1,3.1,21.12,11.2,0.0,4.1
2013-05-05,1120508.0,50753.0,44813.0,46687.833333333336,23,0.9199029285625152,6,5,2013,14.3,9.2,20.6,0.0,51.8,3.4,23.39,12.5,0.0,3.6999999999999993
2013-05-06,1282828.0,58827.0,42506.0,53451.16666666666,21,0.9086162249760596,0,5,2013,14.6,7.9,21.3,0.0,54.0,3.0,20.57,10.8,0.0,3.4000000000000004
2013-05-07,1330220.0,59475.0,47520.0,55425.833333333336,17,0.9319181729017796,1,5,2013,18.7,11.9,26.7,0.0,41.4,2.7,20.1,10.9,0.6999999999999993,0.0
2013-05-08,1321724.0,59488.0,47639.0,55071.833333333336,15,0.9257637394656626,2,5,2013,19.4,12.7,26.2,0.0,33.6,2.7,22.89,11.7,1.3999999999999986,0.0
2013-05-09,1333067.0,60325.0,46938.0,55544.458333333336,15,0.9207535571211494,3,5,2013,18.1,14.7,23.0,2.5,55.3,2.1,10.55,4.0,0.10000000000000142,0.0
2013-05-10,1346061.0,60692.0,47898.0,56085.875,11,0.9241065544058524,4,5,2013,14.0,10.4,16.1,22.0,89.3,3.6,3.54,0.0,0.0,4.0
2013-05-11,1229020.0,53938.0,47468.0,51209.16666666666,11,0.9494079622282372,5,5,2013,17.9,11.0,24.8,0.0,55.5,3.5,22.71,11.2,0.0,0.10000000000000142
2013-05-12,1122065.0,50776.0,43641.0,46752.708333333336,21,0.9207639107714932,6,5,2013,19.1,16.4,22.5,1.0,61.3,4.0,12.43,5.2,1.1000000000000014,0.0
2013-05-13,1292584.0,60757.0,41357.0,53857.66666666666,15,0.8864438116869935,0,5,2013,21.6,17.7,26.8,0.0,45.0,3.5,20.7,10.4,3.6000000000000014,0.0
2013-05-14,1333351.0,60873.0,46841.0,55556.29166666666,17,0.912659005908476,1,5,2013,20.2,17.0,25.3,0.0,46.9,2.9,15.56,4.4,2.1999999999999993,0.0
2013-05-15,1336049.0,61018.0,47075.0,55668.708333333336,15,0.9123325630688212,2,5,2013,19.4,15.6,24.4,0.0,57.0,3.3,21.21,11.2,1.3999999999999986,0.0
2013-05-16,1328371.0,60111.0,46909.0,55348.79166666666,11,0.9207764247253692,3,5,2013,22.0,15.3,28.3,0.0,33.3,4.2,25.49,13.2,4.0,0.0
2013-05-17,1234845.0,54382.0,47095.0,51451.875,21,0.9461195800080908,4,5,2013,20.2,15.7,26.6,0.0,36.6,3.0,23.62,12.6,2.1999999999999993,0.0
2013-05-18,1182988.0,52401.0,44454.0,49291.16666666666,21,0.9406531681965355,5,5,2013,17.7,13.7,22.3,14.5,62.8,2.2,9.95,0.6,0.0,0.3000000000000007
2013-05-19,1114533.0,50511.0,42845.0,46438.875,21,0.919381421868504,6,5,2013,16.6,13.6,21.5,19.5,80.9,3.1,9.04,1.3,0.0,1.3999999999999986
2013-05-20,1282794.0,59795.0,41240.0,53449.75,11,0.8938832678317585,0,5,2013,14.4,12.1,18.5,0.0,76.0,3.2,8.68,4.3,0.0,3.5999999999999996
2013-05-21,1325568.0,59595.0,46882.0,55232.0,15,0.9267891601644432,1,5,2013,17.7,10.2,24.6,0.0,43.3,2.0,25.13,12.8,0.0,0.3000000000000007
2013-05-22,1332226.0,60558.0,46638.0,55509.41666666666,15,0.9166322643856578,2,5,2013,19.7,13.9,25.9,0.0,49.4,2.0,14.8,5.3,1.6999999999999993,0.0
2013-05-23,1348291.0,61462.0,46928.0,56178.79166666666,15,0.9140410606011302,3,5,2013,22.1,15.4,30.2,0.0,59.3,2.1,22.85,11.5,4.100000000000001,0.0
2013-05-24,1348696.0,61928.0,46934.0,56195.66666666666,15,0.9074355165138008,4,5,2013,21.3,15.7,27.5,0.0,58.9,2.6,20.78,10.5,3.3000000000000007,0.0
2013-05-25,1259147.0,57270.0,46484.0,52464.458333333336,15,0.9160897212036552,5,5,2013,24.7,18.2,31.8,0.0,49.6,2.0,20.6,10.1,6.699999999999999,0.0
2013-05-26,1144096.0,51923.0,43295.0,47670.66666666666,21,0.9181030885477854,6,5,2013,23.9,20.8,28.4,0.0,45.9,2.5,15.51,4.0,5.899999999999999,0.0
2013-05-27,1316203.0,62576.0,41838.0,54841.79166666666,17,0.8764029606664961,0,5,2013,19.7,17.7,22.6,56.5,80.4,3.5,2.89,0.0,1.6999999999999993,0.0
2013-05-28,1364371.0,63029.0,47165.0,56848.79166666666,15,0.9019465907227888,1,5,2013,18.9,17.6,20.9,11.5,89.1,2.8,2.11,0.0,0.8999999999999986,0.0
2013-05-29,1348171.0,62090.0,46902.0,56173.79166666666,15,0.9047156010092876,2,5,2013,16.1,14.9,18.1,2.5,87.8,3.0,2.35,0.0,0.0,1.8999999999999986
2013-05-30,1338600.0,61737.0,46955.0,55775.0,15,0.9034290619887588,3,5,2013,19.2,14.3,25.0,0.0,57.9,2.7,23.53,11.7,1.1999999999999993,0.0
2013-05-31,1332421.0,61677.0,46597.0,55517.54166666666,15,0.9001336262572217,4,5,2013,21.3,13.9,27.8,0.0,46.6,2.2,21.92,11.1,3.3000000000000007,0.0
2013-06-01,1228492.0,55168.0,45948.0,51187.16666666666,12,0.9278416231631864,5,6,2013,21.7,17.4,27.9,0.0,44.3,2.2,20.67,9.3,3.6999999999999993,0.0
2013-06-02,1128346.0,51697.0,42911.0,47014.41666666666,21,0.909422532577648,6,6,2013,23.5,16.3,30.8,0.0,48.6,2.0,23.98,12.6,5.5,0.0
2013-06-03,1305373.0,62596.0,41384.0,54390.54166666666,15,0.8689140147400259,0,6,2013,21.3,18.4,26.7,0.0,59.0,2.9,21.29,10.9,3.3000000000000007,0.0
